"l4_pcode","date_start","ch_pcfl","ch_sviol","ch_cviol","st_crctrl","st_tactrl","st_confront","st_destroy","al_nviol","al_viol","time","l1_pcode","l1_ar","l1_en","l2_pcode","l2_ar","l2_en","l3_pcode","l3_ar","l3_en","l4_ar","l4_en","p1","p2","p3"
"C1001",2011-02-02,1,0,0,1,0,0,0,0,0,1,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-02-04,1,0,0,0,0,0,0,0,0,3,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-02-17,1,0,0,1,0,0,0,1,0,16,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-02-22,1,0,0,1,0,0,0,0,0,21,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-03-15,1,0,0,0,0,0,0,0,1,42,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-03-16,1,0,0,1,0,0,0,1,0,43,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-03-18,1,0,0,1,0,0,0,0,0,45,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2012-03-27,0,0,1,0,0,1,0,0,0,420,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-12-13,0,0,0,0,0,0,0,1,0,315,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-11-14,0,0,0,0,0,0,0,1,0,286,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-03-29,0,0,0,0,0,0,0,1,0,56,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-11-09,1,0,0,0,1,0,0,0,0,281,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-21,0,0,0,0,1,0,0,1,0,170,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-01-27,0,1,0,0,0,0,0,0,0,360,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-01-03,0,0,0,0,0,0,0,1,0,336,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-28,0,0,0,0,0,0,0,1,0,177,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-06-16,0,0,0,0,1,0,0,0,0,501,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-05-26,0,1,0,0,0,0,0,0,0,480,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-22,1,0,0,0,1,0,0,1,0,171,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-02-14,0,0,0,0,0,0,0,1,0,378,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-01-06,1,1,0,0,1,0,0,0,1,339,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-04-24,0,1,0,0,0,0,0,0,0,448,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-12-21,0,0,0,0,0,0,0,1,0,323,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-11-27,0,0,0,0,0,0,0,1,0,299,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-06,1,0,0,0,0,0,0,0,0,155,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-02-15,0,0,0,0,0,0,0,1,0,379,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-03-25,1,0,0,1,0,0,0,1,1,52,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-06-06,0,0,0,0,0,0,0,1,0,125,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-04-24,0,0,0,0,0,0,0,1,0,82,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-12-16,0,0,0,0,0,0,0,1,0,318,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-04-27,1,1,1,0,1,0,0,0,0,451,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-06-10,1,0,0,0,1,0,0,0,0,129,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-20,1,0,0,0,1,0,0,0,0,108,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-07,0,0,1,0,1,1,0,0,0,522,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-23,1,0,0,1,0,0,0,0,0,172,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-11-28,0,0,0,0,0,0,0,1,0,300,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-06-26,0,0,1,0,0,1,0,0,0,511,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-11-13,0,0,0,0,0,0,0,1,0,285,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-25,1,0,0,0,1,0,0,1,0,174,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-04-11,1,0,0,1,0,0,0,0,0,69,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2012-06-01,1,0,0,0,1,0,0,0,0,486,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-08,1,0,0,0,1,0,0,1,0,157,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-01-07,0,0,0,0,0,0,0,1,0,340,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-08-14,0,0,0,0,0,0,0,1,1,194,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-03-27,1,0,0,1,0,0,0,0,0,54,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-07-26,1,0,0,0,0,0,0,1,0,175,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-03-28,0,0,0,0,0,0,0,1,0,55,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-04-15,1,0,0,0,0,0,0,1,0,73,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2012-02-18,1,0,0,0,1,0,0,0,0,382,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-05-28,1,0,0,0,0,0,0,0,0,116,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-08-22,0,0,0,0,0,0,0,1,0,202,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-27,1,0,0,0,1,0,0,0,1,176,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-09-28,1,0,0,0,0,0,0,0,0,239,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-20,0,0,1,0,0,1,0,0,0,535,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-04-30,1,0,0,1,0,0,0,1,0,88,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-05-18,1,0,0,0,1,0,0,0,0,472,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-02-01,1,0,0,0,0,0,0,0,0,365,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-05-04,1,0,0,1,0,0,0,0,0,458,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-09-29,0,0,0,0,0,0,0,1,0,240,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-22,0,0,1,0,1,1,0,0,0,537,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-04-01,1,0,0,1,0,0,0,1,0,59,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-07-29,0,0,0,0,0,0,0,1,0,178,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-04-16,0,0,0,0,0,0,0,1,0,74,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2012-01-20,0,0,0,0,0,0,0,1,0,353,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-12-27,0,1,0,0,0,0,0,1,0,329,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-04-07,0,0,1,0,0,1,0,1,0,431,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-12-02,0,0,0,0,0,0,0,1,0,304,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-17,0,0,0,0,0,0,0,1,0,166,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-06-01,1,0,0,0,0,0,0,0,0,120,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-12-23,0,0,1,0,0,0,0,1,0,325,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-06-17,1,1,0,0,1,0,0,0,0,136,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-06-17,1,0,0,0,0,0,0,0,0,136,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-10-01,1,0,0,0,0,0,0,0,0,242,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-30,0,0,0,0,1,0,0,0,0,179,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-11-18,0,0,0,0,0,0,0,1,0,290,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-06-08,0,0,1,0,0,1,0,0,0,493,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-10-11,0,0,0,0,0,0,0,1,0,252,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-06-20,0,0,0,0,0,0,0,1,0,139,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-10-12,0,0,0,0,0,0,0,1,0,253,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-11-25,0,0,0,0,0,0,0,1,0,297,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-04-13,0,0,1,0,0,0,0,1,1,437,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-02-07,0,0,0,0,0,0,0,1,0,371,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-05-04,1,0,0,1,0,0,0,0,0,92,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-04-13,1,0,0,0,0,0,0,0,0,71,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",1,0,0
"C1001",2011-08-20,0,0,0,0,0,0,0,1,0,200,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-06-09,1,0,1,0,1,1,0,0,0,494,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-05-05,0,0,0,0,0,0,0,1,0,93,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-15,0,0,1,0,1,1,1,0,0,530,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-10-05,0,0,0,0,0,0,0,1,0,246,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-06,1,0,0,0,0,0,0,0,0,94,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-25,0,0,1,0,1,1,0,0,0,540,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-02-26,0,0,0,0,0,0,0,1,0,390,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-06-25,1,0,0,1,0,0,0,0,0,144,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-08-05,1,0,0,0,0,0,0,0,0,185,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-08-25,0,0,0,0,1,0,0,0,0,205,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-03-19,0,0,1,0,1,1,0,0,0,412,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-12,0,0,0,0,0,0,0,1,0,161,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-12-09,0,0,0,0,0,0,0,1,0,311,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-03-07,1,0,1,0,1,1,0,1,0,400,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-10-30,0,0,0,0,0,0,0,1,0,271,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-01,1,0,0,0,0,0,0,1,0,150,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-02-29,1,0,0,0,0,0,0,0,0,393,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-05-05,1,0,0,0,1,0,0,1,0,459,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-11-16,0,0,1,0,0,0,0,0,0,288,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-15,0,0,0,0,0,0,0,1,0,103,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-07-16,1,0,0,0,0,0,0,0,0,165,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-18,0,0,1,0,1,0,0,1,0,533,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-10-26,0,0,0,0,0,0,0,1,0,267,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-05-27,0,0,1,0,1,0,0,1,0,481,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-03-23,0,0,0,0,0,0,0,1,0,416,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-15,1,1,0,0,1,0,0,1,0,164,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-11,0,0,0,0,0,0,0,1,0,99,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-09,0,0,1,0,0,1,0,0,0,524,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-08-27,1,0,0,1,1,0,0,0,0,207,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-12-29,1,0,0,1,1,0,0,0,0,331,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-03-24,0,0,0,0,0,0,0,1,0,417,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-09-24,0,0,0,0,0,0,0,1,0,235,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-12,0,0,0,0,0,0,0,1,0,100,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-07-19,0,0,0,0,0,1,0,0,0,534,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-07-27,0,0,1,0,0,1,0,0,0,542,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-07-05,0,0,0,0,0,0,0,1,0,154,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-10-15,1,0,0,0,1,0,0,0,0,256,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-05-13,1,0,0,1,1,0,0,0,0,101,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-02-11,0,1,1,0,0,1,0,0,0,375,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-06-21,0,0,0,0,1,0,0,0,0,140,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2011-09-05,0,0,0,0,0,0,0,1,0,216,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-04-20,1,0,0,1,0,0,0,0,0,444,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-04-29,1,0,0,1,0,0,0,0,0,87,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
"C1001",2012-05-25,0,0,1,0,0,1,0,0,0,479,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2012-05-14,0,0,0,0,1,0,0,0,0,468,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,0,1
"C1001",2011-05-08,0,0,0,0,0,0,0,1,0,96,"SY01","مدينة دمشق","Damascus","SY0100","مدينة دمشق","Damascus","SY010000","مدينة دمشق","Damascus","دمشق","Damascus",0,1,0
