"l4_pcode","date_start","ch_pcfl","ch_sviol","ch_cviol","st_crctrl","st_tactrl","st_confront","st_destroy","al_nviol","al_viol","time","l1_pcode","l1_ar","l1_en","l2_pcode","l2_ar","l2_en","l3_pcode","l3_ar","l3_en","l4_ar","l4_en","p1","p2","p3"
"C2528",2011-09-20,0,1,0,0,1,0,0,0,0,231,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-07,1,1,0,0,1,0,0,0,0,218,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-01-27,0,1,0,0,1,0,0,0,0,360,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-10-30,0,1,0,0,0,0,0,0,0,271,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-04-01,1,0,0,0,1,0,0,0,0,59,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",1,0,0
"C2528",2011-12-01,0,0,0,0,1,0,0,0,0,303,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-04-06,0,0,0,0,0,0,1,0,0,430,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-08-17,1,0,0,0,1,0,0,0,1,197,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-24,1,0,0,0,1,0,1,0,1,265,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-04-20,1,0,0,0,1,0,0,0,0,78,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",1,0,0
"C2528",2012-01-13,0,1,0,0,0,0,0,0,0,346,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-05-22,0,1,0,0,0,0,0,0,0,476,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-09,0,0,0,0,0,0,1,0,0,373,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-07-06,1,0,0,0,0,0,0,0,0,155,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-09,1,0,0,0,1,0,0,0,0,220,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-05-27,1,0,0,1,0,0,0,0,0,115,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-08-19,1,0,0,0,1,0,0,0,0,199,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-04-15,0,0,0,0,0,0,1,0,0,439,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-07-30,0,0,1,0,0,1,0,0,0,545,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-03,0,0,0,0,1,0,0,0,0,275,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-09,0,0,1,0,0,1,1,0,0,524,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-04,1,0,0,0,1,0,0,0,0,276,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-12-19,0,0,0,0,1,0,0,0,0,321,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-01-31,0,0,0,0,0,0,1,0,0,364,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-09-06,0,0,0,0,1,0,0,0,0,217,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-06-01,1,0,0,0,0,0,0,0,0,486,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-06-17,1,1,0,0,1,0,0,0,0,136,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-12-05,1,0,1,0,0,1,0,0,1,307,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-28,1,0,0,0,1,0,1,0,0,269,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-27,0,0,1,0,1,0,0,0,0,238,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-29,0,0,1,0,1,1,0,0,1,301,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-06,0,0,0,0,1,0,0,0,0,247,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-12-24,0,1,0,0,0,0,1,0,0,326,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-06,0,0,1,0,0,1,0,0,0,370,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-25,0,1,0,0,0,0,1,0,0,389,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-21,0,0,1,0,0,1,1,0,0,385,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-12,0,0,0,0,1,0,0,0,0,284,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-29,0,0,1,0,1,0,1,0,0,393,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-05-07,1,1,0,0,1,0,0,1,0,95,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-21,0,1,0,0,1,0,0,0,0,293,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-03-23,0,0,0,0,0,0,1,0,0,416,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-06-27,1,0,0,0,0,0,0,1,0,146,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-19,0,0,0,0,1,0,1,0,0,383,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-12-25,0,0,0,0,0,0,1,0,0,327,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-05-21,1,0,0,0,1,0,0,0,0,109,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-22,0,0,0,0,1,0,0,0,0,294,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-07-14,1,0,0,0,1,0,0,0,0,163,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-08,0,0,1,0,0,1,1,0,0,372,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-09-25,0,1,0,0,0,0,0,0,0,236,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-07,0,0,1,0,0,1,0,0,0,522,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-10-29,0,0,1,0,0,1,0,0,0,270,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-02,1,0,0,0,1,0,0,0,0,213,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-22,0,0,1,0,0,1,0,0,0,537,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-03-26,0,0,1,0,0,1,1,0,0,419,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-15,0,0,0,0,0,0,1,0,0,379,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-03-01,0,0,0,0,1,0,0,0,0,394,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-10,0,0,1,0,0,1,1,0,0,374,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-06-25,0,0,0,0,1,1,0,0,0,510,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-02,0,0,0,1,0,0,0,0,0,274,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-24,0,0,0,0,1,0,0,0,0,296,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-11,0,1,0,0,1,0,0,0,0,252,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-05-01,0,0,0,0,1,0,0,0,0,455,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-05-15,0,0,0,0,1,0,0,0,0,469,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-04-17,1,1,0,0,1,0,0,0,0,75,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",1,0,0
"C2528",2012-06-15,0,0,1,0,1,1,0,0,0,500,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-07-27,0,0,1,0,0,1,0,0,0,542,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-26,0,0,0,0,1,0,0,0,0,298,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-12-31,0,0,0,0,1,0,0,0,0,333,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-05-20,1,0,0,0,0,0,0,0,0,108,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-18,1,0,0,0,0,0,0,0,0,229,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-10,0,1,0,0,1,0,0,0,0,221,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-17,0,0,0,0,1,0,1,0,0,381,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-05-06,1,1,0,0,1,0,0,0,0,94,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-19,0,1,0,0,0,0,0,0,0,534,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-10-31,0,0,0,0,1,0,0,0,0,272,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-08-24,0,1,0,0,1,0,0,0,0,204,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-14,0,0,1,0,0,1,0,0,0,529,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-04-23,0,0,0,0,0,0,0,1,0,81,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-09,0,0,0,0,1,0,0,0,0,281,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-06-28,0,0,1,0,1,1,0,0,0,513,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-04-14,0,0,1,0,0,0,0,0,0,438,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-04-07,0,0,0,0,0,0,1,0,0,431,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-01-16,0,0,0,0,0,0,0,0,1,349,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-04-02,0,0,1,0,0,1,0,0,0,426,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-28,0,1,0,0,0,0,0,0,0,392,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-09-29,0,0,0,0,1,0,0,0,1,240,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-05-23,1,0,0,1,0,0,0,0,0,111,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-03-11,1,0,0,0,0,0,1,0,1,404,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-09-24,0,0,0,0,1,0,0,0,0,235,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-13,0,0,0,0,1,0,0,0,0,528,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-06-21,0,0,1,0,1,1,0,0,0,506,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-02,0,0,1,0,0,0,0,0,0,366,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-01-24,0,1,0,0,1,0,0,0,0,357,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-04-19,0,0,0,0,0,0,1,0,0,443,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-01-07,1,1,0,0,1,0,0,0,0,340,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-08-07,1,0,0,0,1,0,0,0,0,187,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-05,1,1,0,0,1,0,0,0,0,216,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-13,0,0,1,0,1,1,0,0,0,254,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-23,0,0,0,0,0,0,1,0,0,387,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-01-14,0,0,0,0,1,0,0,0,0,347,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-07-10,0,0,0,0,0,1,0,0,0,525,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-03-14,0,0,1,0,1,1,0,0,0,407,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-03,1,0,0,0,0,0,1,0,0,367,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-06-30,0,0,0,0,0,0,0,1,0,149,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-09-01,1,0,0,0,1,0,0,0,0,212,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-07-01,1,1,0,0,1,0,0,0,0,150,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-04-08,1,1,0,0,1,0,0,0,0,66,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",1,0,0
"C2528",2012-03-22,0,0,0,0,1,0,1,0,0,415,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-02-11,0,0,1,0,0,1,1,0,0,375,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-11-07,0,0,0,0,1,0,0,0,0,279,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-04-19,1,1,0,1,0,0,0,0,0,77,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",1,0,0
"C2528",2011-07-10,0,0,0,0,1,0,0,0,0,159,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-10-21,1,0,1,0,1,1,0,0,0,262,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-06-11,0,0,0,0,0,0,1,0,0,496,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2012-03-09,0,0,0,0,0,0,1,0,0,402,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-08-01,1,0,0,0,1,0,0,0,0,181,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-02-20,0,0,1,0,0,1,0,0,0,384,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-09-30,1,0,0,0,1,0,0,0,0,241,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-07-08,1,1,0,0,1,0,0,0,0,157,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-08-15,1,0,0,0,1,0,0,0,0,195,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-04-08,0,0,0,0,1,0,0,0,0,432,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C2528",2011-12-26,0,0,0,0,0,0,1,0,0,328,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-01-08,1,0,0,1,0,0,0,1,0,341,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-12-12,0,0,1,0,0,1,0,0,0,314,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-23,0,0,0,0,1,0,0,0,0,295,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2011-11-08,0,0,1,0,1,1,0,0,1,280,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,1,0
"C2528",2012-06-09,0,0,0,0,1,0,1,0,0,494,"SY04","حمص","Homs","SY0401","مركز حمص","Homs","SY040100","مركز حمص","Homs","حمص","Homs",0,0,1
"C5360",2011-06-03,1,0,0,0,0,0,0,0,0,122,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2012-01-15,1,0,0,0,0,0,0,0,0,348,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,0,1
"C5360",2011-05-07,1,1,0,0,1,0,0,0,0,95,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-12-19,0,0,0,0,0,0,0,1,0,321,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-07-29,1,0,0,1,0,0,0,0,0,178,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-07-09,0,0,0,0,1,0,0,0,0,158,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-12-09,0,0,0,0,0,0,0,1,0,311,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-04-22,1,0,0,0,0,0,0,0,0,80,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-06-30,0,0,0,0,0,0,0,1,0,149,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-04-11,1,0,0,1,0,0,0,0,0,69,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",1,0,0
"C5360",2011-06-17,1,0,0,1,0,0,0,0,0,136,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-04-10,1,1,0,0,1,0,0,0,1,68,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",1,0,0
"C5360",2011-05-20,1,0,0,1,0,0,0,0,0,108,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-11-12,0,0,0,0,0,0,0,1,0,284,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-07-08,1,0,0,0,0,0,0,0,0,157,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-05-08,0,1,0,0,0,0,0,0,0,96,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-04-29,1,0,0,0,0,0,0,0,0,87,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2012-03-18,0,0,0,0,0,0,0,1,0,411,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,0,1
"C5360",2011-07-07,0,0,0,0,0,0,0,1,0,156,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-05-03,1,0,0,0,1,0,0,0,1,91,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-04-01,1,0,0,0,0,0,0,0,0,59,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",1,0,0
"C5360",2011-05-10,0,1,0,0,1,0,0,0,0,98,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
"C5360",2011-11-30,0,0,0,0,1,1,0,1,0,302,"SY10","طرطوس","Tartous","SY1002","بانياس","Banyas","SY100200","مركز بانياس","Banyas","بانياس","Banyas",0,1,0
