age,educ,gender,rural,income,income_ln,gorman_secisl,voteisl,pious_off,cleric_inf,relig,sec_index,dem_index
56,1,1,0,400,5.9914646,3,0,,,3,3,2
62,2,0,0,500,6.2146082,3,0,1,3,2,2.1428571,4
42,5,1,0,1400,7.2442274,2,0,1,1,2,3,4
30,1,1,0,200,5.2983174,2,0,2,3,2,2.7142856,3
53,2,1,0,160,5.0751739,3,0,3,3,2,3.1428571,2.3333333
21,4,1,0,9999997,,3,0,2,3,2,1.8571428,3
37,1,1,1,150,5.0106354,,0,,,1,3.7142856,2
39,1,1,1,120,4.7874918,3,0,,,1,3.7142856,2
39,1,1,1,150,5.0106354,,0,3,3,2,3.2857144,2.6666667
60,1,1,1,150,5.0106354,,0,,,1,4.3333335,2
46,1,0,1,400,5.9914646,,0,,,2,3.2857144,1.6666666
40,1,1,1,150,5.0106354,,0,3,1,1,4.1428571,2
49,1,0,1,9999994,,,1,2,2,2,3,2.3333333
72,1,0,1,70,4.2484951,3,0,,,3,2.5714285,2
26,5,0,1,300,5.7037826,5,1,4,4,3,1.1428572,3
67,1,0,1,250,5.521461,,0,,2,2,1.7142857,1.6666666
44,1,1,1,600,6.3969297,,0,,,2,2.7142856,2
74,2,0,1,100,4.6051702,4,0,3,2,2,2.5714285,2.3333333
62,2,0,1,350,5.857933,,0,,,2,2.7142856,3
45,1,0,1,260,5.5606818,,0,,,3,3.5714285,2
67,1,0,1,9999994,,3,0,2,,1,2.1428571,1.6666666
56,1,0,1,300,5.7037826,,0,,,2,2.5,2.6666667
65,1,1,1,120,4.7874918,,0,,,2,4.2857141,2
67,1,1,1,100,4.6051702,,1,4,2,2,3,2.3333333
30,2,1,1,170,5.1357985,3,0,2,2,2,3.1428571,2
27,1,1,1,200,5.2983174,,0,3,3,2,2.5714285,2.3333333
26,3,1,0,9999997,,3,0,2,2,1,3.5714285,2.3333333
40,2,0,0,500,6.2146082,5,1,3,4,2,1.8571428,3
24,5,0,0,300,5.7037826,5,0,3,3,1,3.4285715,3
64,2,0,0,330,5.7990928,3,0,1,3,2,2.1428571,4
67,3,0,0,9999996,,3,0,3,3,2,2.2857144,2.3333333
63,3,0,0,600,6.3969297,3,,1,1,1,1.4285715,4
22,5,1,0,500,6.2146082,3,0,1,3,2,3.4285715,2.3333333
36,1,1,0,400,5.9914646,3,,3,2,2,2.1428571,2.6666667
32,5,1,0,600,6.3969297,3,0,3,2,2,2.2857144,2.6666667
35,5,1,0,1300,7.1701198,3,0,1,1,2,3,4
36,5,1,1,9999996,,3,0,2,2,2,2.6666667,3
47,1,1,1,200,5.2983174,3,0,2,2,2,3.4285715,2
25,5,1,1,650,6.4769726,3,0,2,2,2,2.2857144,1.6666666
53,1,1,1,300,5.7037826,,,,,2,2.8571429,2
45,1,1,1,150,5.0106354,3,0,2,2,2,3.1428571,2.6666667
55,2,0,1,9999996,,,0,3,3,2,3.1428571,2
47,1,0,1,9999996,,,,,,1,3.7142856,2
22,4,0,1,120,4.7874918,5,0,2,2,1,3.7142856,2.3333333
45,2,0,1,300,5.7037826,2,0,2,2,2,2.1428571,3
56,4,0,1,9999996,,3,0,2,2,1,1,3.3333333
28,3,1,0,350,5.857933,4,0,4,4,2,2.7142856,2.3333333
70,1,1,0,200,5.2983174,2,0,,,2,2.7142856,2
40,3,1,0,250,5.521461,5,1,3,3,2,2.2,2.3333333
28,6,1,0,3500,8.1605186,3,0,1,1,2,3.1428571,3.3333333
46,2,1,0,300,5.7037826,,0,3,2,2,2.5714285,2
42,4,0,0,9999996,,3,0,2,2,2,2.1428571,2.3333333
54,1,0,0,9999996,,,0,,2,2,1.8571428,2.3333333
28,5,0,0,1500,7.3132205,3,1,1,1,2,2.1428571,2.3333333
59,1,0,0,60,4.0943446,3,1,,,2,3,2
27,6,0,0,1200,7.0900769,3,0,2,2,1,3.5714285,3
20,3,0,0,9999994,,3,1,4,4,2,1.7142857,1.3333334
67,1,0,0,103,4.6347289,,,,,1,2.5714285,2
37,2,0,0,9999996,,,0,2,2,2,3.8571429,1.6666666
43,4,0,0,700,6.5510802,3,1,3,3,3,2.4285715,3
40,4,0,0,500,6.2146082,3,0,1,1,2,3.2857144,3.6666667
45,2,1,0,180,5.1929569,2,,1,,2,3.1428571,2
32,3,1,0,550,6.3099184,,0,3,3,2,1.5714285,3
36,2,1,0,500,6.2146082,,0,3,3,2,2.5714285,2
40,1,1,0,100,4.6051702,,,,,2,3.5714285,2
63,1,1,0,300,5.7037826,3,0,2,2,3,2.2857144,3.3333333
27,2,1,1,300,5.7037826,3,0,3,2,2,2.2857144,3
39,4,0,1,9999996,,3,0,,,2,4.1428571,2
51,1,0,1,110,4.7004805,,,1,1,2,2,2.3333333
37,4,0,1,630,6.4457197,2,,2,2,1,3.5714285,2.3333333
46,1,0,1,200,5.2983174,3,0,2,2,1,1,3.3333333
71,1,0,1,9999996,,,0,,,2,2.2857144,2
40,1,1,1,200,5.2983174,3,0,1,1,2,3.1428571,2.6666667
54,1,1,1,120,4.7874918,,,,,2,3.4285715,2
48,1,1,1,80,4.3820267,,,2,2,2,4,2
70,1,1,1,70,4.2484951,,0,3,,2,4.2857141,2
31,6,0,1,800,6.6846118,3,,1,2,2,3.7142856,3
41,1,1,1,300,5.7037826,,0,,,1,3.4285715,2
26,4,1,1,150,5.0106354,3,0,2,2,3,1,2.3333333
29,4,1,1,700,6.5510802,3,0,2,2,2,3.2857144,2
27,1,0,1,240,5.480639,3,0,1,2,3,1,1.6666666
27,6,0,1,180,5.1929569,3,0,2,2,2,3.5714285,3
36,3,1,1,700,6.5510802,2,1,2,2,1,3.5714285,2.3333333
41,1,0,1,200,5.2983174,3,1,3,3,1,3.5714285,3.6666667
29,3,1,1,750,6.6200733,2,,2,2,2,3.2857144,1.6666666
20,3,0,1,400,5.9914646,3,,2,3,2,3.7142856,3
24,1,1,0,2000,7.6009026,,1,,2,3,2.7142856,3.3333333
25,3,0,0,600,6.3969297,2,0,1,1,1,3,2.6666667
46,1,0,0,9999996,,2,1,,,2,3.7142856,2
30,4,0,0,1200,7.0900769,3,0,2,2,2,3.8571429,2.3333333
46,2,1,0,400,5.9914646,2,0,1,2,2,2.4285715,3.6666667
64,3,1,0,900,6.8023949,,0,,2,2,2.5714285,2.6666667
30,4,1,0,300,5.7037826,3,0,2,2,3,2.4285715,1.3333334
62,3,0,0,300,5.7037826,3,0,1,2,2,2.5714285,3
55,3,0,0,650,6.4769726,3,0,2,2,2,2,3
70,1,1,0,170,5.1357985,,0,2,2,3,2.1428571,2
52,1,1,0,200,5.2983174,2,0,2,2,2,2.7142856,2
30,3,1,0,300,5.7037826,2,0,1,1,2,1.7142857,3.6666667
34,4,1,0,1100,7.0030656,3,0,2,2,3,1,3
33,5,0,0,9999998,,3,,2,2,2,2.2857144,3
64,1,0,0,50,3.9120231,2,0,2,1,2,2.7142856,3.3333333
28,3,0,0,150,5.0106354,2,,2,1,2,2.7142856,4
27,5,0,0,600,6.3969297,4,,2,2,1,3,2.6666667
27,3,0,0,600,6.3969297,3,0,1,3,2,3.4285715,2.3333333
50,2,1,0,300,5.7037826,2,0,1,1,2,2.8571429,3
46,1,1,0,260,5.5606818,5,,1,2,2,2.5714285,3
25,2,0,0,240,5.480639,2,0,1,1,2,3.2857144,3
22,5,0,0,350,5.857933,5,0,2,1,1,3.5714285,1
20,5,0,0,800,6.6846118,3,,2,2,2,3.8571429,2.6666667
22,5,0,0,600,6.3969297,3,,2,2,2,2.2857144,3
25,3,0,0,400,5.9914646,3,0,2,2,1,3.4285715,2.6666667
45,5,1,0,1000,6.9077554,2,0,1,1,2,3.2857144,3.3333333
20,5,1,0,9999997,,3,0,2,2,1,3.7142856,3.6666667
23,5,1,0,400,5.9914646,2,0,3,2,1,3.1428571,2
22,5,1,0,1500,7.3132205,2,0,2,2,2,3,2.3333333
50,4,1,0,1500,7.3132205,3,0,2,2,2,2.1428571,3
61,2,1,0,650,6.4769726,3,1,2,2,2,2.5714285,2.6666667
20,3,0,0,700,6.5510802,3,0,2,2,1,3.8571429,3.3333333
33,4,0,0,500,6.2146082,2,0,1,1,1,3.8571429,4
34,4,0,0,450,6.1092477,3,,2,2,2,2.8571429,3
51,3,0,0,400,5.9914646,2,0,1,1,2,2.7142856,4
68,1,1,0,290,5.6698809,3,0,3,2,3,2.2857144,2
50,4,1,0,600,6.3969297,2,0,2,2,2,2.4285715,3
40,4,1,0,1000,6.9077554,2,0,1,1,2,3,3.6666667
44,5,1,0,900,6.8023949,3,0,2,2,2,2.8571429,2.6666667
48,4,0,0,600,6.3969297,3,1,2,3,2,2.4285715,4
33,2,0,0,200,5.2983174,3,0,2,2,2,2.7142856,3.6666667
43,4,0,0,700,6.5510802,2,,2,2,2,2.7142856,2
21,4,0,0,800,6.6846118,3,0,2,2,2,,3.6666667
25,5,0,0,800,6.6846118,3,,2,2,2,2.2857144,4
35,4,0,0,500,6.2146082,3,0,2,2,2,2.4285715,2
48,4,1,0,850,6.7452364,3,0,2,2,2,1.8571428,2
20,4,1,0,800,6.6846118,2,,2,2,2,2.2857144,3.6666667
27,4,1,0,900,6.8023949,2,,1,1,2,2.1428571,3.6666667
32,5,1,0,900,6.8023949,2,0,2,1,2,1,4
56,4,1,0,1000,6.9077554,2,0,,,3,2.1428571,2
45,6,0,0,2000,7.6009026,2,1,3,1,3,1.7142857,4
40,5,0,0,1700,7.4383836,2,0,2,2,2,3.7142856,3
41,3,0,0,1200,7.0900769,2,,2,,2,1.8571428,2.6666667
48,2,0,0,1500,7.3132205,5,0,2,,2,2.2857144,2
44,3,0,0,500,6.2146082,2,0,2,2,2,3.8571429,3.6666667
33,2,1,0,700,6.5510802,,1,2,,2,2.7142856,1.6666666
40,6,1,0,1300,7.1701198,2,0,2,1,3,2.2857144,3.6666667
24,3,1,0,700,6.5510802,,0,2,3,2,3.2857144,2.6666667
29,6,1,0,2400,7.7832241,3,0,2,3,2,3.5714285,2.3333333
23,3,1,0,1200,7.0900769,2,0,2,2,2,3.4285715,3.6666667
25,5,1,1,700,6.5510802,2,0,2,2,1,3.1428571,3.3333333
49,1,1,1,700,6.5510802,2,0,3,2,3,3.1428571,3
20,4,1,1,1000,6.9077554,3,1,1,1,2,3.1428571,3.6666667
28,4,1,1,900,6.8023949,3,,1,1,2,2.5714285,2.6666667
55,1,1,1,150,5.0106354,3,0,2,3,2,2.4285715,3.6666667
33,3,0,1,300,5.7037826,2,0,1,1,2,3.8571429,3.3333333
37,2,0,1,500,6.2146082,3,0,2,2,2,2,2
19,3,0,1,300,5.7037826,3,0,2,3,1,4.2857141,3.3333333
22,5,0,1,700,6.5510802,5,1,3,3,3,1.5714285,1
31,4,0,1,500,6.2146082,3,0,1,3,2,2,3.6666667
24,2,0,1,300,5.7037826,,0,,,1,4.2857141,2
52,1,0,1,50,3.9120231,2,0,2,2,2,4,3
40,1,1,1,9999996,,,0,,,2,3.8,2
53,1,1,1,100,4.6051702,,0,3,1,3,3,2
49,1,1,1,9999996,,,0,,,2,3,2
66,1,0,1,60,4.0943446,,0,,,3,1.5714285,2
39,1,0,1,100,4.6051702,3,0,2,3,2,3.8571429,2.3333333
42,3,0,1,200,5.2983174,2,1,1,1,3,2,3.6666667
44,1,1,1,20,2.9957323,,0,,,2,3,2
46,1,1,1,250,5.521461,,0,,,2,3.2857144,2
39,,1,0,9999998,,3,1,3,2,2,3,2
54,2,1,0,500,6.2146082,,1,,,2,1.8571428,2
31,3,1,0,400,5.9914646,3,0,3,2,3,2.5714285,2.3333333
40,5,1,0,1000,6.9077554,2,0,1,1,1,3.4285715,4
22,5,1,0,600,6.3969297,3,0,2,2,2,3.7142856,1.6666666
27,4,0,0,600,6.3969297,3,,3,2,1,3.4285715,3
41,2,0,0,9999996,,3,1,3,3,2,3.1428571,3
43,1,0,0,350,5.857933,3,1,3,2,2,2.2857144,2.3333333
23,3,0,0,500,6.2146082,3,1,2,2,2,2.7142856,3
18,2,0,0,430,6.0637851,3,1,2,2,1,3.5714285,3.3333333
40,2,1,1,100,4.6051702,2,0,3,2,1,3.8571429,1
59,1,1,1,30,3.4011974,,0,,,2,2.7142856,2.3333333
67,1,1,1,400,5.9914646,3,0,,,2,2.2857144,2
54,1,1,1,150,5.0106354,1,0,3,2,1,3.3333333,1
35,1,1,1,100,4.6051702,,0,,2,2,3.4285715,2
38,1,0,1,160,5.0751739,,1,3,,3,1.8571428,3.6666667
40,1,0,1,500,6.2146082,,0,,,1,3.4285715,2
31,2,0,1,300,5.7037826,,0,2,2,,,3
31,1,0,1,200,5.2983174,2,1,3,3,2,3.7142856,3
32,2,0,1,400,5.9914646,,0,,1,1,3.2857144,2
44,1,0,1,200,5.2983174,,0,,,2,4.2857141,2
60,1,0,1,150,5.0106354,,0,,,2,2.8571429,3
48,2,0,1,400,5.9914646,3,0,,3,2,,3.3333333
37,1,0,1,170,5.1357985,,,,,2,4.2857141,2.3333333
40,1,1,1,100,4.6051702,3,0,2,3,1,3.1666667,2.6666667
27,1,1,1,150,5.0106354,,0,,,1,4.1428571,2
19,1,1,1,150,5.0106354,,0,,,2,4,2
26,1,1,1,350,5.857933,,0,,,2,,2
63,1,1,1,9999994,,2,0,3,2,1,2.6666667,.66666669
68,1,0,1,210,5.3471074,,0,,,1,4,2
25,3,1,1,400,5.9914646,3,0,2,2,2,2.7142856,2
26,5,1,1,300,5.7037826,3,0,2,2,1,2.7142856,1.6666666
40,3,1,1,50,3.9120231,,0,,,3,2.5714285,3
27,3,1,1,9999997,,3,0,2,2,2,3,2
20,1,1,1,9999998,,5,1,2,3,3,2.5714285,2.3333333
37,1,1,1,9999996,,3,1,3,3,2,2.4285715,2.3333333
28,5,1,1,9999997,,2,0,3,3,2,3.2857144,2.3333333
56,2,0,1,9999994,,2,0,2,3,2,2.2857144,3
29,6,0,1,9999997,,3,1,2,2,1,2.2857144,3
22,4,0,1,9999996,,3,0,3,3,1,2.4285715,2.6666667
84,1,0,1,9999994,,5,0,4,3,3,2.5714285,2
42,1,0,1,9999994,,3,0,3,3,3,1.5714285,2
24,5,0,1,800,6.6846118,3,0,2,2,1,3.4285715,3
23,2,0,1,180,5.1929569,2,0,1,2,1,3.4285715,2.6666667
25,3,0,1,400,5.9914646,1,0,2,2,1,2.5714285,2.3333333
42,4,0,1,750,6.6200733,3,0,2,2,2,2,1.6666666
49,4,0,1,480,6.1737862,3,0,2,2,2,2.5714285,3
21,4,1,1,950,6.856462,3,0,1,1,2,2.2857144,3
42,1,1,1,500,6.2146082,,0,,,2,3,2
62,1,1,1,260,5.5606818,2,0,1,2,2,3.1428571,2.3333333
39,1,1,1,180,5.1929569,,0,,,1,5,2
32,3,1,1,600,6.3969297,,0,,,1,4,2
46,1,1,1,200,5.2983174,,1,,,3,2.2857144,3
58,1,0,1,700,6.5510802,,1,,1,2,2.4285715,3.3333333
26,6,0,1,550,6.3099184,2,0,2,2,2,,3.3333333
55,1,0,1,180,5.1929569,,0,,,1,4.4285712,2
28,4,0,1,300,5.7037826,,0,2,2,1,3.1428571,2.6666667
68,2,0,1,9999994,,,1,,,2,2.8571429,3
20,1,1,1,250,5.521461,,0,,,1,5,2
48,3,1,1,500,6.2146082,,0,,,2,3,3.3333333
26,3,0,1,200,5.2983174,2,0,2,3,1,3.7142856,2.3333333
26,1,0,1,250,5.521461,,0,,3,2,4.1428571,2
80,1,0,1,200,5.2983174,3,0,,,3,2.1428571,2
48,1,1,1,150,5.0106354,,0,,,1,4.2857141,2
30,1,1,1,9999994,,,0,,,2,2.7142856,2.3333333
55,1,1,1,400,5.9914646,,0,,,2,3.2857144,2
50,1,1,1,200,5.2983174,,0,,,1,4.4285712,2
65,1,0,1,120,4.7874918,,0,,,1,4.4285712,2
82,1,1,1,200,5.2983174,3,0,,,2,2.8571429,2
19,2,0,1,9999996,,,0,1,3,1,4,2.3333333
69,1,0,0,794,6.6770835,,0,2,2,2,1.5714285,2
19,4,0,0,150,5.0106354,2,1,3,2,2,2.2857144,3.3333333
24,5,0,0,800,6.6846118,3,,2,3,1,2.8571429,3
42,3,0,0,400,5.9914646,2,0,2,2,2,3.7142856,3
35,1,0,0,150,5.0106354,,1,4,2,1,3.5714285,2
38,4,1,0,400,5.9914646,5,0,3,,3,2.7142856,3
56,4,1,0,1300,7.1701198,3,0,2,3,2,2.8571429,3.3333333
34,6,1,0,1200,7.0900769,2,0,2,2,2,2.1428571,3
28,1,1,0,150,5.0106354,,1,3,1,1,4.4285712,2
31,1,1,0,233,5.4510384,,0,,,1,2.7142856,2
18,3,0,1,500,6.2146082,3,1,2,3,1,3.2857144,3
26,3,0,1,1000,6.9077554,3,1,3,2,2,1.7142857,3
48,1,0,1,320,5.768321,3,0,3,2,1,1.5714285,1.6666666
33,3,0,1,9999997,,3,,3,2,2,1.7142857,3.3333333
41,1,1,1,500,6.2146082,3,0,1,1,2,2.7142856,3
20,3,1,1,500,6.2146082,3,,2,2,2,3.1428571,2.3333333
18,2,1,1,600,6.3969297,3,0,2,2,2,3,2.3333333
40,3,1,1,400,5.9914646,3,0,3,2,1,2.7142856,2.3333333
37,2,1,1,620,6.4297194,3,1,2,2,2,1.5714285,2.3333333
47,1,0,1,450,6.1092477,3,0,1,2,2,2.8571429,2
75,1,1,1,200,5.2983174,,0,,,2,2.8571429,2
45,1,1,1,150,5.0106354,,0,,,2,3.5714285,3.3333333
46,1,0,1,70,4.2484951,,1,,,,4.8571429,3
61,1,0,1,200,5.2983174,,0,,,2,,3.3333333
51,1,0,1,280,5.6347895,,0,,,2,2.7142856,3.3333333
30,1,0,1,250,5.521461,,0,,,1,4.4285712,2
42,1,0,1,50,3.9120231,,0,,,2,2.5714285,3.3333333
19,2,1,1,700,6.5510802,3,0,,,1,3.5,2
35,2,0,1,200,5.2983174,,0,,,2,3.1428571,2
54,1,1,1,200,5.2983174,,0,1,2,3,3,1.3333334
35,2,1,1,9999996,,3,0,2,2,1,3.2857144,3
58,4,0,1,9999996,,3,1,2,2,2,1.7142857,3.3333333
34,2,0,1,9999994,,2,1,1,1,2,3,3
20,2,0,1,300,5.7037826,3,0,1,2,1,3.7142856,2.6666667
56,1,1,1,70,4.2484951,,1,,,3,3.2857144,2
60,1,1,1,9999997,,,0,,,1,2.7142856,2
26,1,1,1,9999997,,3,0,2,3,2,2.4285715,2
34,2,1,1,9999998,,,0,2,3,3,2.8571429,3
50,1,0,1,9999996,,,0,3,2,3,2.4285715,2.3333333
30,2,0,1,500,6.2146082,3,0,2,2,,3.2857144,3
35,4,0,0,400,5.9914646,,0,,,1,3.2857144,1.6666666
18,3,0,0,9999998,,3,0,3,3,2,3.8571429,2.6666667
29,5,1,0,400,5.9914646,3,0,2,2,2,3,2.6666667
18,2,0,0,350,5.857933,3,1,3,3,3,2,2.6666667
40,5,1,0,9999996,,3,0,2,2,3,3,2.3333333
49,3,0,0,9999996,,3,1,3,2,3,1.8571428,3
45,1,1,0,250,5.521461,3,0,3,3,2,3,2
52,1,1,0,9999996,,3,1,4,4,2,2.8571429,2.6666667
22,4,1,0,800,6.6846118,3,1,3,3,2,3.2857144,2
42,3,0,0,450,6.1092477,3,1,3,3,2,1.5714285,1.6666666
36,4,0,0,233,5.4510384,3,0,2,3,3,2.2857144,1.6666666
23,2,0,0,220,5.3936276,,0,3,,2,4.4285712,2
25,2,0,0,600,6.3969297,,0,,,2,3.5714285,2
22,3,0,0,200,5.2983174,,0,1,1,1,4.1428571,2
84,1,0,0,70,4.2484951,,0,,,3,4.1428571,2.3333333
45,1,1,0,350,5.857933,,0,,2,3,3,2
29,3,1,0,200,5.2983174,,0,,,2,3.5714285,2
45,2,1,0,240,5.480639,,1,4,3,2,2.6666667,2
58,1,1,0,200,5.2983174,,0,1,1,3,3.1428571,2
45,1,0,0,70,4.2484951,,0,,,2,3.1428571,2
18,3,1,0,600,6.3969297,3,0,1,1,1,3.4285715,4
38,,1,0,9999996,,3,0,2,2,2,2.1428571,1
34,1,1,0,400,5.9914646,3,1,2,2,2,2.4285715,3
35,4,1,0,350,5.857933,3,0,2,2,2,2.4285715,2.6666667
30,6,1,0,1000,6.9077554,3,0,2,3,2,3.4285715,2.3333333
41,1,0,0,400,5.9914646,3,1,3,2,3,1.7142857,2
28,6,0,0,1500,7.3132205,3,1,2,3,2,2.7142856,2.3333333
19,3,0,0,600,6.3969297,3,1,2,2,2,2.7142856,3.6666667
21,4,0,0,350,5.857933,3,0,,2,2,2.7142856,2
18,3,0,0,9999998,,3,,,,2,2.2857144,2
42,3,0,0,9999996,,3,0,2,2,1,2.1428571,1.6666666
36,2,0,0,250,5.521461,5,1,4,3,2,1.8571428,2.6666667
59,2,0,0,70,4.2484951,3,0,3,2,1,3.8571429,3
64,1,1,0,70,4.2484951,3,0,3,2,2,3.5714285,2
47,1,1,0,500,6.2146082,2,,3,2,1,2.5714285,2
73,1,1,0,9999996,,,1,,,3,3.5714285,2
54,1,0,0,240,5.480639,3,1,2,2,2,2,2.3333333
50,1,1,0,9999998,,3,0,3,2,2,2.5714285,2
18,2,0,0,9999996,,3,0,2,2,1,3.8571429,2
23,2,1,0,170,5.1357985,2,1,3,3,3,1.8571428,2
37,1,1,1,300,5.7037826,,1,3,2,3,2.8571429,2
28,3,1,1,70,4.2484951,3,1,3,2,3,2.4285715,3.3333333
27,5,1,1,600,6.3969297,3,1,3,3,2,3,3
26,1,1,1,9999996,,3,0,2,2,2,3.4285715,3.3333333
21,2,1,1,600,6.3969297,3,0,2,3,2,2.4285715,3
28,2,0,1,350,5.857933,3,1,2,1,3,3.4285715,3.6666667
21,3,0,1,1500,7.3132205,3,0,,,2,3.3333333,2
30,2,0,1,1000,6.9077554,3,0,,3,2,2,2
29,5,0,1,700,6.5510802,3,1,4,4,3,2.1428571,3
20,4,0,1,800,6.6846118,5,0,4,4,3,1.5714285,3
28,3,0,0,600,6.3969297,5,1,4,2,3,2.4285715,.66666669
27,5,1,0,400,5.9914646,3,0,1,1,2,3,3.6666667
23,3,1,0,600,6.3969297,4,0,2,1,2,2.7142856,3.6666667
20,5,1,0,600,6.3969297,2,0,2,4,1,3.5714285,1.6666666
35,4,1,0,9999996,,5,1,4,4,3,1.8571428,2
24,5,1,0,1000,6.9077554,2,0,4,3,1,2.2857144,.33333334
43,5,0,0,420,6.0402546,5,,3,3,2,1.5714285,3
49,4,0,0,600,6.3969297,2,0,1,1,2,2.7142856,3.6666667
21,4,0,0,400,5.9914646,5,1,3,3,2,2,2
32,4,0,0,450,6.1092477,3,,1,1,2,2.7142856,3.3333333
36,1,0,0,400,5.9914646,2,0,3,3,1,3.5714285,1.6666666
63,2,1,0,200,5.2983174,2,,3,3,1,3.5714285,1.6666666
21,3,1,0,500,6.2146082,3,0,2,2,2,2.5714285,3
54,1,1,0,200,5.2983174,,0,2,2,2,2.7142856,2
85,2,0,0,9999996,,,0,2,2,2,2.2857144,2.6666667
52,2,1,0,9999996,,3,0,3,3,2,3,2.6666667
45,2,1,0,200,5.2983174,3,0,,3,1,3.2857144,2
47,1,0,0,350,5.857933,2,,3,3,1,4,1.6666666
84,1,0,0,9999994,,,0,,,2,3.4285715,2
32,5,0,0,300,5.7037826,3,1,3,2,2,1.8571428,2.3333333
25,6,0,0,600,6.3969297,3,0,2,2,2,3.1428571,2.3333333
19,3,1,0,100,4.6051702,2,0,2,2,2,4.1428571,2.3333333
50,2,1,0,100,4.6051702,3,0,2,1,2,3,2
37,1,1,0,250,5.521461,2,0,3,3,2,3,1.6666666
28,1,1,0,150,5.0106354,3,0,2,2,2,4.4285712,2
27,2,1,0,350,5.857933,3,0,,3,2,2.8571429,2.6666667
41,2,0,0,150,5.0106354,3,0,3,,2,3.5714285,2.3333333
20,3,0,0,500,6.2146082,3,1,3,3,2,1.4285715,3
24,4,0,0,580,6.363028,3,0,3,3,1,3.2857144,1.6666666
26,3,0,0,300,5.7037826,5,0,3,2,3,1.7142857,3
36,4,1,0,600,6.3969297,3,0,1,4,2,3.1428571,3
31,5,1,0,9999994,,3,0,2,2,2,2.4285715,2.6666667
42,4,1,0,100,4.6051702,5,1,2,2,3,2.4285715,3.6666667
40,2,1,0,9999996,,2,0,2,2,1,2.8571429,3
47,2,1,0,400,5.9914646,5,0,3,1,3,1.2857143,2
48,2,0,0,250,5.521461,3,0,2,2,2,1.8571428,2.3333333
42,4,0,0,230,5.4380794,5,0,2,1,1,3,3.3333333
38,4,0,0,600,6.3969297,3,,2,2,2,2.7142856,3
58,2,0,0,180,5.1929569,3,0,3,1,3,2.4285715,2
26,5,0,0,600,6.3969297,3,0,1,1,1,3.1428571,3.3333333
38,4,1,0,250,5.521461,3,0,2,1,3,1.8571428,3
50,1,0,0,200,5.2983174,5,1,4,4,3,1.5714285,3
29,5,1,0,700,6.5510802,2,0,1,2,1,3,3
71,1,0,0,250,5.521461,3,0,,1,2,2.4285715,2.6666667
38,4,0,0,180,5.1929569,2,0,2,2,1,3.1428571,3
18,4,0,0,400,5.9914646,3,1,2,3,2,3.4285715,2.3333333
46,4,0,0,500,6.2146082,3,0,1,1,1,3.2857144,3.3333333
42,2,1,0,50,3.9120231,,0,,,2,2.2857144,2
20,4,1,0,400,5.9914646,3,0,3,2,2,3.8571429,3.3333333
41,2,1,0,600,6.3969297,,0,2,2,3,2.4285715,2
29,2,0,1,1200,7.0900769,3,0,3,3,1,3.7142856,1.6666666
34,4,0,1,9999996,,3,0,2,2,2,2.1428571,2.3333333
42,2,0,1,600,6.3969297,3,0,2,2,1,4.1428571,3
37,1,0,1,500,6.2146082,3,,3,3,1,3.8571429,1.6666666
31,1,1,1,600,6.3969297,2,0,2,2,2,3.2857144,3
33,2,1,1,9999996,,3,0,3,3,2,2.8571429,2
36,2,1,1,9999994,,,0,2,2,2,3.7142856,2
33,1,1,1,9999996,,3,0,3,3,1,2.7142856,1.6666666
51,2,0,1,300,5.7037826,3,0,2,2,1,4.1428571,2.6666667
35,2,1,1,9999994,,,0,2,2,2,2.8571429,2
43,1,1,1,9999996,,,0,,,2,3.1428571,2
19,1,1,1,9999996,,,0,,,3,2.5,2
35,2,1,1,9999998,,3,0,,,2,3.2857144,1.6666666
45,4,0,1,1500,7.3132205,3,,2,2,2,3.7142856,3
78,1,0,1,9999994,,,0,4,4,2,3.1428571,2
18,3,1,1,700,6.5510802,3,,,,2,3.2857144,2.3333333
45,3,0,1,60,4.0943446,5,0,2,2,3,1.5714285,3
39,3,0,1,550,6.3099184,,0,3,,2,3.5714285,2
82,1,0,1,20,2.9957323,5,0,,,3,2.2857144,2
37,3,1,1,9999998,,3,0,1,1,2,2.8571429,2
24,5,0,0,500,6.2146082,2,0,2,2,2,2.2857144,3
51,2,0,0,250,5.521461,,0,2,2,2,2,1.6666666
46,2,1,0,230,5.4380794,,0,,,2,2.8571429,2
74,2,0,0,500,6.2146082,,0,2,2,2,2.7142856,3.3333333
37,4,0,0,1000,6.9077554,2,0,2,2,2,2.5714285,3.3333333
33,4,1,0,300,5.7037826,3,0,1,1,3,2,3.3333333
49,2,1,0,600,6.3969297,5,0,3,2,3,1.8571428,3.3333333
53,2,1,0,300,5.7037826,3,0,2,1,2,3.7142856,3.3333333
32,2,1,0,180,5.1929569,3,0,4,1,3,2.2857144,2
61,2,0,1,9999998,,3,0,1,2,2,2.2857144,2.3333333
36,1,0,1,9999994,,3,,3,3,1,3.2857144,1.6666666
74,1,0,1,9999996,,4,0,4,4,2,2.2857144,3.3333333
18,3,0,1,9999998,,3,0,2,2,2,3.7142856,3.3333333
36,2,0,1,9999998,,,0,,,1,5,2
66,1,1,1,9999994,,,0,1,1,3,3.4285715,2
39,1,1,1,9999994,,,0,,,2,3.5714285,2
46,2,1,1,9999994,,1,0,3,3,1,4.2857141,1.6666666
34,2,1,1,9999996,,2,0,3,3,2,3,2
