"","STIAT.test","STIAT.practice","approve_abdel_rev","democracy1","democracy2","democracy3","democracy4","democracy5","edu","frisun_services","gender","income","list_1a","list_1b","list_2a","list_2b","list2a.clean","list2b.clean","religion","direct.support","implicit.support","rel_christian","rel_muslim","work_govemp","location","region","islamist","liberal"
"559",0.395362643,-0.529339081,1,NA,3,NA,NA,1,5,NA,1,1,0,0,3,0,3,NA,1,0,1,0,1,0,"kafrelsheikh","delta",1,NA
"560",0.179525248,-0.44385381,1,3,3,2,NA,3,5,1,1,2,0,0,2,0,2,NA,1,0,1,0,1,0,"dakahlia","delta",0,0
"561",0.160480547,0.076122035,1,1,3,1,3,3,5,1,1,1,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"562",0.195794629,0.294728331,4,1,3,2,3,3,4,1,1,1,0,0,4,0,4,NA,1,1,1,0,1,0,"suez","delta",0,0
"563",-0.422183165,0.10616152,1,1,3,2,2,2,5,4,2,3,0,0,0,0,NA,0,1,0,0,0,1,0,"cairo","cairo",1,0
"564",-0.204024662,0.287418421,3,2,4,1,4,4,6,1,1,3,0,0,3,0,3,NA,1,1,0,0,1,1,"sharqia","delta",0,1
"565",-0.234830761,0.033884619,2,2,3,2,3,2,5,1,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"566",-0.088322096,0.305110194,3,2,3,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",0,0
"567",0.201393596,0.254068295,3,1,4,1,3,3,5,2,1,3,0,0,0,2,NA,2,2,1,1,1,0,0,"redsea","desert",0,0
"568",0.521238488,0.635295519,4,1,1,2,4,4,5,3,2,3,0,0,0,1,NA,1,1,1,1,0,1,0,"alexandria","alex",0,1
"569",-0.165331996,0.104575823,3,3,3,2,4,4,3,2,1,1,0,0,0,3,NA,3,1,1,0,0,1,0,"cairo","cairo",0,0
"570",-0.321429096,-0.114227671,1,4,3,2,2,2,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"monufia","delta",1,0
"571",0.314143122,-0.151685206,1,1,4,1,4,4,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"alexandria","alex",0,1
"572",0.237132171,0.297486091,2,NA,NA,2,NA,3,5,2,1,4,0,0,0,0,NA,NA,1,0,1,0,1,0,"suez","delta",0,0
"573",0.209139035,0.127645181,4,1,NA,NA,NA,NA,4,1,1,NA,0,0,3,0,3,NA,1,1,1,0,1,1,"sohag","upper",NA,NA
"574",0.173261743,0.30102303,3,3,2,3,2,2,2,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,1,"sharqia","delta",1,0
"575",-0.250398744,-0.01687198,2,2,3,2,3,3,4,4,2,3,0,0,2,0,2,NA,1,0,0,0,1,0,"sohag","upper",0,0
"576",0.344133166,0.016320966,2,1,3,1,1,3,5,1,1,1,0,0,0,1,NA,1,1,0,1,0,1,1,"asyut","upper",1,0
"577",0.149556032,-0.405503707,3,2,3,3,3,2,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"beheira","delta",0,0
"578",0.270798518,0.340262363,3,1,3,2,4,4,5,1,1,2,0,0,0,3,NA,3,2,1,1,1,0,0,"sohag","upper",0,1
"579",-0.206745331,0.033462235,1,3,3,2,4,4,5,1,1,2,0,0,2,0,2,NA,1,0,0,0,1,0,"beheira","delta",0,0
"580",-0.252783912,-0.383727959,1,1,4,1,1,4,5,1,1,2,0,0,2,0,2,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"581",0.260129561,-0.032351144,1,1,4,2,4,4,5,1,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"alexandria","alex",0,1
"582",0.204351068,-0.32443269,1,1,4,1,4,4,4,2,1,3,0,0,0,2,NA,2,1,0,1,0,1,0,"giza","cairo",0,1
"583",0.015242207,0.010881069,4,1,4,1,4,3,5,2,1,2,0,0,0,0,NA,NA,2,1,1,1,0,0,"benisuef","upper",0,1
"584",-0.512640592,-0.357954381,1,2,3,2,2,4,5,2,1,3,0,0,0,0,0,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"585",0.001652948,-0.167174174,2,1,4,2,1,NA,4,2,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"beheira","delta",1,0
"586",-0.0010688,0.197404024,3,1,2,1,4,3,5,3,2,1,0,0,4,0,4,NA,1,1,0,0,1,0,"alexandria","alex",0,1
"587",0.251361344,0.069831892,1,1,4,1,2,4,5,1,1,3,0,0,0,0,0,NA,1,0,1,0,1,1,"kafrelsheikh","delta",0,0
"588",0.118755352,0.005657466,1,1,3,1,NA,3,5,1,1,3,0,0,1,0,1,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"589",-0.277391611,0.196076763,1,4,3,2,NA,3,5,1,1,3,0,0,0,0,0,NA,1,0,0,0,1,0,"alexandria","alex",0,0
"590",0.212070107,-0.274087192,4,1,2,2,3,3,4,1,1,2,0,0,0,2,NA,2,1,1,1,0,1,1,"sharqia","delta",0,0
"591",0.430801458,0.40519831,3,2,2,2,4,4,5,1,1,3,0,0,3,0,3,NA,1,1,1,0,1,0,"dakahlia","delta",0,1
"592",0.369589018,0.506815626,4,1,3,2,NA,NA,5,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,0,"cairo","cairo",NA,NA
"593",-0.219496299,0.131630314,3,2,3,2,3,3,5,2,1,3,0,0,0,2,NA,2,2,1,0,1,0,0,"redsea","desert",0,0
"594",0.087339508,0.191047403,3,2,3,2,4,4,6,1,1,3,0,0,3,0,3,NA,1,1,1,0,1,1,"sharqia","delta",0,1
"595",0.161210024,0.557822648,4,1,3,2,2,2,4,1,1,1,0,0,0,3,NA,3,1,1,1,0,1,0,"suez","delta",1,0
"596",0.436356939,-0.339415994,2,1,4,2,1,1,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"597",-0.02560344,0.498204557,3,2,3,2,3,3,5,1,1,3,0,0,0,0,NA,0,1,1,0,0,1,0,"cairo","cairo",0,0
"598",0.192819271,-0.534504084,2,1,3,1,3,3,5,1,1,1,0,0,1,0,1,NA,1,0,1,0,1,1,"northsinai","desert",0,0
"599",0.414162113,0.550636905,2,2,3,2,3,3,5,2,1,3,0,0,0,0,NA,NA,1,0,1,0,1,1,"cairo","cairo",0,0
"600",-0.231163415,-0.047228688,2,1,2,2,2,3,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"gharbia","delta",0,0
"601",0.295531387,-0.070771899,NA,NA,NA,NA,NA,NA,5,1,1,3,0,0,0,NA,NA,NA,1,NA,1,0,1,0,"alexandria","alex",NA,NA
"602",0.416737335,0.285840548,1,3,1,3,2,2,5,1,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"beheira","delta",1,0
"603",0.066261549,0.050705293,1,4,4,2,3,3,5,1,1,3,0,0,0,0,0,NA,1,0,1,0,1,0,"monufia","delta",0,0
"604",-0.428390327,0.511304888,1,3,2,2,NA,NA,5,2,1,3,0,0,0,0,0,NA,1,0,0,0,1,0,"alexandria","alex",NA,NA
"605",0.18159847,-0.319723936,1,1,4,2,4,4,5,2,1,2,0,0,1,0,1,NA,1,0,1,0,1,0,"suez","delta",0,1
"606",0.10950231,-0.31527925,4,1,4,1,4,4,5,2,1,2,0,0,3,0,3,NA,2,1,1,1,0,0,"benisuef","upper",0,1
"607",-0.639027951,-0.308618631,1,3,3,1,2,4,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"giza","cairo",0,0
"608",-0.280890258,0.256989126,2,3,3,3,4,3,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"609",0.579119066,-0.005333958,1,2,1,3,4,2,5,1,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"qalyubia","delta",0,0
"610",-0.19038525,-0.187430622,1,1,3,2,NA,4,5,1,1,2,0,0,0,0,NA,0,1,0,0,0,1,0,"alexandria","alex",0,1
"611",-0.185527893,0.008768322,2,2,3,2,NA,3,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"gharbia","delta",0,0
"612",0.044948711,0.341184563,2,1,3,2,3,3,5,1,1,1,0,0,0,1,NA,1,1,0,1,0,1,1,"northsinai","desert",0,0
"613",0.212700758,0.327067044,2,2,4,2,4,4,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,1
"614",0.46821018,0.356097154,1,4,1,2,3,4,5,2,2,2,0,0,2,0,2,NA,1,0,1,0,1,0,"kafrelsheikh","delta",0,0
"615",0.109283936,0.495543473,2,3,4,1,3,3,6,4,2,1,0,0,0,0,NA,0,1,0,1,0,1,0,"alexandria","alex",0,0
"616",0.40660917,-0.266401538,2,1,2,2,3,3,5,1,1,2,0,0,3,0,3,NA,1,0,1,0,1,0,"dakahlia","delta",0,0
"617",0.345990585,-0.264863574,3,NA,3,2,3,3,5,1,1,3,0,0,0,0,NA,0,1,1,1,0,1,0,"cairo","cairo",0,0
"618",-0.516163312,-0.712111271,2,2,4,2,1,1,5,1,1,2,0,0,0,1,NA,1,1,0,0,0,1,0,"cairo","cairo",1,0
"619",-0.034762522,-0.17017131,1,2,3,2,2,3,5,1,2,2,0,0,0,1,NA,1,1,0,0,0,1,0,"beheira","delta",0,0
"620",0.007691839,0.071007852,2,NA,2,NA,3,3,5,NA,2,2,0,0,2,0,2,NA,1,0,1,0,1,0,"giza","cairo",0,NA
"621",0.090688116,-0.283368032,3,2,2,2,4,4,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"dakahlia","delta",0,1
"622",-0.004907527,-0.327622832,2,1,4,2,1,3,4,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"beheira","delta",1,0
"623",0.331014983,0.160996285,3,3,3,2,2,4,3,1,1,1,0,0,2,0,2,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"624",0.386955564,-0.024667237,3,2,3,2,3,2,3,2,1,2,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"625",-0.44688398,-0.357205269,NA,1,4,1,4,4,4,2,1,3,0,0,0,2,NA,2,1,NA,0,0,1,0,"giza","cairo",0,1
"626",0.384531288,0.472499581,3,2,3,2,NA,3,6,4,2,2,0,0,0,3,NA,3,1,1,1,0,1,0,"qalyubia","delta",0,0
"627",0.396138428,0.219422999,2,2,3,2,2,3,5,1,1,2,0,0,1,0,1,NA,1,0,1,0,1,0,"gharbia","delta",0,0
"628",0.115852799,0.142068624,4,1,1,2,3,3,6,1,1,1,0,0,4,0,4,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"629",-0.106097269,0.026396449,2,2,3,2,2,2,5,1,1,3,0,0,0,3,NA,3,1,0,0,0,1,0,"sohag","upper",1,0
"630",-0.19577842,-0.002194108,1,NA,NA,3,3,3,5,1,1,2,0,0,0,1,NA,1,1,0,0,0,1,0,"cairo","cairo",0,0
"631",-0.357173763,0.156469254,2,4,3,3,4,4,5,1,1,2,0,0,1,0,1,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"632",0.095719184,0.666222113,3,2,3,2,3,3,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"633",0.596755789,0.036966414,3,2,3,1,3,3,5,1,2,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"dakahlia","delta",0,0
"634",0.017030698,0.083427128,1,1,3,1,4,4,5,2,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,1
"635",-0.496948601,-0.638061077,1,1,4,1,2,3,5,1,1,3,0,0,0,0,NA,0,1,0,0,0,1,1,"suez","delta",0,0
"636",-0.151312625,0.466835522,3,2,3,2,3,3,5,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"637",-0.126024838,-0.09354882,3,2,3,2,NA,NA,6,2,1,3,0,0,0,2,NA,2,1,1,0,0,1,1,"monufia","delta",NA,NA
"638",0.349171094,0.517545574,1,1,4,2,2,3,5,1,2,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"dakahlia","delta",0,0
"639",-0.29097691,-0.5463986,1,2,3,2,2,4,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"giza","cairo",0,0
"640",0.110579867,0.40397456,4,1,NA,2,NA,NA,4,1,1,NA,0,0,3,0,3,NA,1,1,1,0,1,1,"sohag","upper",NA,NA
"641",0.077458369,-0.161358222,1,1,3,2,2,3,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"642",0.240322465,-0.031094898,3,3,3,3,3,2,5,3,1,3,0,0,0,2,NA,2,2,1,1,1,0,0,"alexandria","alex",0,0
"643",-0.35388216,-0.636819714,4,1,3,1,3,2,5,2,1,2,0,0,2,0,2,NA,2,1,0,1,0,1,"cairo","cairo",0,0
"644",0.552537408,0.423696653,4,1,4,2,4,4,5,2,1,3,0,0,3,0,3,NA,2,1,1,1,0,1,"cairo","cairo",0,1
"645",-0.111928276,0.341220315,4,1,1,2,2,2,5,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",1,0
"646",0.279647115,0.160652147,2,3,2,2,4,3,5,4,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"647",0.366810359,0.147581996,3,2,3,2,3,3,6,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"qalyubia","delta",0,0
"648",0.370114426,0.26687328,2,3,1,1,4,4,5,2,2,2,0,0,0,2,NA,2,1,0,1,0,1,0,"kafrelsheikh","delta",0,1
"649",0.260040772,0.44574541,3,1,4,2,4,3,5,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,1
"650",0.381077364,0.677516791,2,2,3,2,3,3,5,3,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"651",0.212714453,-0.883362713,3,2,3,2,3,3,4,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"damietta","delta",0,0
"652",0.349095402,0.77730636,3,2,3,2,3,4,5,1,1,3,0,0,3,0,3,NA,1,1,1,0,1,0,"fayoum","upper",0,1
"653",-0.049040976,0.126409253,3,2,3,2,3,3,5,1,1,3,0,0,4,0,4,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"654",0.101842863,-0.213881052,1,1,4,3,2,3,4,3,1,4,0,0,0,2,NA,2,1,0,1,0,1,0,"minya","upper",0,0
"655",0.397789808,0.182740339,1,1,4,1,1,1,5,1,1,NA,0,0,0,0,0,NA,1,0,1,0,1,0,"sharqia","delta",1,0
"656",0.479951186,-0.019693469,2,2,3,2,3,4,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"dakahlia","delta",0,1
"657",-0.277408501,0.23147156,1,1,3,1,4,4,5,3,1,3,0,0,0,0,0,NA,1,0,0,0,1,0,"cairo","cairo",0,1
"658",0.051156124,0.062293303,2,2,3,2,3,3,6,4,2,3,0,0,0,0,NA,0,1,0,1,0,1,0,"giza","cairo",0,0
"659",-0.346257339,0.471333879,NA,2,2,2,NA,NA,6,1,1,1,0,0,0,0,NA,NA,1,NA,0,0,1,0,"asyut","upper",NA,NA
"660",0.74536402,0.384817419,3,2,4,2,4,4,5,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,1
"661",-0.395191998,-0.027234601,3,2,2,2,3,3,5,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"662",-0.281831673,-0.058073904,NA,2,3,2,NA,NA,5,3,2,NA,0,0,0,3,NA,3,1,NA,0,0,1,0,"damietta","delta",NA,NA
"663",0.334718851,0.174647633,4,3,2,3,4,2,5,4,1,3,0,0,3,0,3,NA,2,1,1,1,0,0,"alexandria","alex",0,0
"664",0.556296325,0.515778012,4,2,3,2,4,4,5,3,1,2,0,0,0,3,NA,3,2,1,1,1,0,0,"redsea","desert",0,1
"665",-0.174013449,-0.247694921,4,1,3,1,3,2,5,2,1,2,0,0,2,0,2,NA,2,1,0,1,0,1,"cairo","cairo",0,0
"666",0.03966344,0.275201565,3,1,4,2,3,3,5,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"667",-0.040981384,0.294792839,3,3,3,2,NA,3,5,1,1,3,0,0,4,0,4,NA,1,1,0,0,1,1,"asyut","upper",0,0
"668",-0.345374469,0.207276463,3,2,3,2,2,2,5,4,2,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",1,0
"669",-0.055910023,-0.349073276,1,2,3,2,2,3,5,1,1,2,0,0,0,2,NA,2,1,0,0,0,1,0,"cairo","cairo",0,0
"670",-0.103670358,0.049584006,2,2,3,2,2,2,5,1,1,2,0,0,0,0,0,NA,1,0,0,0,1,1,"dakahlia","delta",1,0
"671",0.191213581,-0.029333636,2,1,2,1,3,2,5,1,1,3,0,0,0,2,NA,2,1,0,1,0,1,0,"damietta","delta",0,0
"672",-0.109929572,-0.606260034,2,1,4,4,2,4,4,3,1,4,0,0,0,0,NA,NA,1,0,0,0,1,0,"minya","upper",0,0
"673",-0.13143347,0.666342716,4,3,4,1,4,1,5,1,1,2,0,0,0,0,NA,0,1,1,0,0,1,0,"dakahlia","delta",0,0
"674",0.222705263,0.259933179,3,NA,NA,2,NA,3,5,3,1,NA,0,0,0,1,NA,1,1,1,1,0,1,0,"cairo","cairo",0,0
"675",0.270954519,0.165074517,2,2,3,2,3,3,4,5,2,2,0,0,1,0,1,NA,1,0,1,0,1,0,"aswan","upper",0,0
"676",0.282927397,-0.227992582,NA,2,3,2,NA,NA,5,3,2,NA,0,0,0,3,NA,3,1,NA,1,0,1,0,"damietta","delta",NA,NA
"677",-0.105039009,-0.063574764,2,2,3,2,3,3,6,2,2,3,0,0,0,0,NA,0,1,0,0,0,1,0,"giza","cairo",0,0
"678",0.30006831,0.470071061,4,1,3,2,4,4,5,3,1,2,0,0,0,0,NA,NA,2,1,1,1,0,0,"redsea","desert",0,1
"679",0.324942566,-0.103868397,3,1,1,1,1,4,3,1,1,1,0,0,0,0,NA,NA,2,1,1,1,0,0,"suez","delta",0,0
"680",0.449295943,0.265350758,3,2,3,2,NA,NA,5,1,1,1,0,0,0,3,NA,3,1,1,1,0,1,0,"portsaid","delta",NA,NA
"681",-0.36462329,-1.054294894,NA,1,3,2,NA,NA,5,1,1,2,0,0,0,2,NA,2,1,NA,0,0,1,0,"giza","cairo",NA,NA
"682",0.253080596,-0.296711124,2,3,2,2,3,2,5,1,1,2,0,0,0,0,NA,0,1,0,1,0,1,0,"sharqia","delta",0,0
"683",0.265054492,0.050496775,4,1,1,1,1,1,5,5,1,2,0,0,4,0,4,NA,1,1,1,0,1,0,"giza","cairo",1,0
"684",-0.255534083,0.209688652,3,2,3,2,3,3,5,1,1,2,0,0,0,2,NA,2,1,1,0,0,1,1,"giza","cairo",0,0
"685",0.118979183,-0.351017182,4,1,4,1,4,3,5,1,1,3,0,0,3,0,3,NA,1,1,1,0,1,0,"asyut","upper",0,1
"686",-0.301576285,-0.591307762,3,2,2,2,2,2,5,4,2,2,0,0,4,0,4,NA,1,1,0,0,1,0,"cairo","cairo",1,0
"687",-0.134192123,0.564139875,2,2,2,2,3,2,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"damietta","delta",0,0
"688",-0.254832253,0.418819389,1,1,3,1,2,3,5,1,1,3,0,0,0,0,NA,0,1,0,0,0,1,1,"suez","delta",0,0
"689",0.076218509,0.415508451,3,2,3,2,3,NA,5,1,1,1,0,0,3,0,3,NA,1,1,1,0,1,0,"portsaid","delta",0,0
"690",0.488581187,0.025565195,NA,NA,NA,NA,NA,NA,4,NA,1,NA,0,0,0,0,NA,NA,1,NA,1,0,1,0,"qalyubia","delta",NA,NA
"691",-0.042482219,0.049733673,3,2,3,2,3,3,4,5,2,2,0,0,0,1,NA,1,1,1,0,0,1,0,"aswan","upper",0,0
"692",0.112673209,0.205861157,3,2,3,2,NA,NA,3,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"ismailia","delta",NA,NA
"693",0.086553157,-0.158550348,2,3,2,2,2,3,5,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"694",-0.286965803,0.404102895,4,3,2,2,4,3,4,1,1,1,0,0,0,2,NA,2,1,1,0,0,1,1,"alexandria","alex",0,0
"695",0.09998892,0.264194272,2,1,4,1,3,3,5,1,1,3,0,0,1,0,1,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"696",0.029381074,0.24118446,3,3,2,3,2,2,5,2,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"alexandria","alex",1,0
"697",-0.795436272,0.24961366,3,3,2,2,4,4,5,2,1,2,0,0,0,3,NA,3,1,1,0,0,1,0,"cairo","cairo",0,0
"698",-0.273400917,0.146349165,1,3,2,2,1,4,5,3,1,3,0,0,2,0,2,NA,1,0,0,0,1,0,"alexandria","alex",0,0
"699",-0.014646602,-0.074164631,NA,2,3,2,NA,NA,5,1,1,2,0,0,0,0,NA,NA,1,NA,0,0,1,0,"giza","cairo",NA,NA
"700",0.188663798,0.254697972,4,2,NA,NA,3,3,5,1,1,2,0,0,0,2,NA,2,1,1,1,0,1,1,"alexandria","alex",0,0
"701",0.194764085,-0.411038076,1,4,2,2,2,2,5,1,1,2,0,0,0,2,NA,2,1,0,1,0,1,0,"beheira","delta",1,0
"702",0.25331217,-0.207139338,1,3,3,3,3,3,5,2,1,3,0,0,2,0,2,NA,1,0,1,0,1,1,"cairo","cairo",0,0
"703",0.125889392,-0.190580799,3,NA,NA,2,NA,NA,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,1,"cairo","cairo",NA,NA
"704",0.140108761,0.261539143,1,1,4,1,1,3,5,3,1,4,0,0,0,0,NA,NA,1,0,1,0,1,0,"alexandria","alex",1,0
"705",-0.095380308,0.319003759,1,2,3,1,3,2,5,1,1,2,0,0,0,2,NA,2,1,0,0,0,1,1,"alexandria","alex",0,0
"706",-0.03385513,-0.421837083,1,2,3,1,2,2,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"qena","upper",1,0
"707",0.275225051,0.668958965,4,2,3,2,4,3,5,3,1,3,0,0,0,0,NA,NA,2,1,1,1,0,1,"asyut","upper",0,1
"708",-0.220751768,0.139665437,3,2,3,2,3,3,5,2,1,2,0,0,0,2,NA,2,1,1,0,0,1,1,"giza","cairo",0,0
"709",-0.237318494,-0.639205883,1,1,4,1,1,1,5,1,1,1,0,0,0,0,0,NA,1,0,0,0,1,1,"kafrelsheikh","delta",1,0
"710",0.312794612,0.380647286,2,1,4,1,3,3,5,1,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",0,0
"711",-0.025045198,0.547374757,3,2,2,2,4,4,5,4,2,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"giza","cairo",0,1
"712",0.760085882,0.848247277,NA,2,NA,NA,NA,NA,6,3,2,NA,0,0,0,0,NA,NA,1,NA,1,0,1,1,"giza","cairo",NA,NA
"713",-0.207013135,-0.484009954,1,1,4,1,1,2,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"beheira","delta",1,0
"714",-0.345686913,0.032452912,3,3,2,3,2,2,5,2,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",1,0
"715",-0.211092955,0.119568793,3,3,2,2,4,4,5,2,1,2,0,0,0,3,NA,3,1,1,0,0,1,0,"cairo","cairo",0,0
"716",0.345590691,0.521332993,2,2,3,2,4,4,4,4,1,1,0,0,0,1,NA,1,2,0,1,1,0,0,"sohag","upper",0,1
"717",-0.427944343,0.352593119,4,4,1,4,1,1,3,2,1,1,0,0,0,3,NA,3,1,1,0,0,1,0,"beheira","delta",1,0
"718",-0.087710506,0.0605485,4,2,3,3,3,3,5,1,1,2,0,0,3,0,3,NA,1,1,0,0,1,1,"alexandria","alex",0,0
"719",0.268777169,0.080159793,NA,2,3,2,NA,4,NA,1,1,NA,0,0,0,0,NA,NA,1,NA,1,0,1,0,"sharqia","delta",0,1
"720",-0.12902136,-0.306036237,1,1,3,1,1,2,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"beheira","delta",1,0
"721",0.540746121,0.094722835,3,2,4,2,NA,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,1,"luxor","upper",0,0
"722",-0.3295639,-0.31322021,3,1,3,2,3,3,3,2,1,3,0,0,0,2,NA,2,1,1,0,0,1,0,"dakahlia","delta",0,0
"723",-0.008097071,0.033966224,3,3,2,3,3,3,5,2,1,2,0,0,2,0,2,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"724",0.424044228,0.051411274,1,1,4,2,1,3,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"725",0.055570942,0.093414646,4,1,3,2,4,4,5,4,1,1,0,0,4,0,4,NA,1,1,1,0,1,0,"cairo","cairo",0,1
"726",-0.053905067,0.069554359,3,NA,NA,2,NA,NA,5,1,1,3,0,0,0,2,NA,2,1,1,0,0,1,1,"cairo","cairo",NA,NA
"727",-0.303749124,-0.123735419,NA,2,3,2,2,3,5,3,2,2,0,0,0,2,NA,2,1,NA,0,0,1,0,"dakahlia","delta",0,0
"728",0.195538596,-0.238539341,1,2,3,1,1,3,5,5,2,3,0,0,0,1,NA,1,1,0,1,0,1,0,"giza","cairo",1,0
"729",-0.185700889,-0.421974273,1,2,3,1,2,2,5,1,1,3,0,0,1,0,1,NA,1,0,0,0,1,0,"qena","upper",1,0
"730",0.15826687,0.343672897,2,2,2,2,4,4,4,4,1,1,0,0,0,1,NA,1,2,0,1,1,0,0,"sohag","upper",0,1
"731",0.06453441,0.019316971,3,2,3,2,NA,3,5,1,1,2,0,0,4,0,4,NA,1,1,1,0,1,1,"luxor","upper",0,0
"732",0.153784109,0.090265996,3,3,2,3,3,3,5,2,1,2,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"733",0.550834061,0.136771527,3,1,3,2,NA,3,5,1,1,1,0,0,2,0,2,NA,1,1,1,0,1,1,"cairo","cairo",0,0
"734",0.169107747,0.092217284,1,1,4,2,1,2,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"735",0.266020167,0.261168688,1,1,4,1,1,1,5,1,1,2,0,0,0,0,0,NA,1,0,1,0,1,0,"monufia","delta",1,0
"736",0.683957568,0.138618188,4,1,3,2,3,3,5,1,1,2,0,0,4,0,4,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"737",0.481912876,-0.251409768,2,2,3,2,2,3,1,1,1,4,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"738",0.318008518,0.495797661,3,2,2,3,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"739",0.614987221,-0.023430175,3,2,2,2,2,4,5,4,2,3,0,0,3,0,3,NA,1,1,1,0,1,0,"giza","cairo",0,0
"740",0.561761684,-0.278359239,4,1,1,2,2,2,5,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"alexandria","alex",1,0
"741",-0.018973337,-0.137017232,4,2,4,2,4,4,5,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"dakahlia","delta",0,1
"742",0.013713924,-0.022714021,4,3,2,3,4,4,6,1,2,1,0,0,3,0,3,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"743",0.329962056,0.204280949,1,1,4,1,3,3,5,2,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
