"","STIAT.test","STIAT.practice","approve_abdel_rev","democracy1","democracy2","democracy3","democracy4","democracy5","edu","frisun_services","gender","income","list_1a","list_1b","list_2a","list_2b","list2a.clean","list2b.clean","religion","direct.support","implicit.support","rel_christian","rel_muslim","work_govemp","location","region","islamist","liberal"
"374",0.16039173,0.342817944,3,1,1,2,3,3,6,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,1,"gharbia","delta",0,0
"375",0.326298977,0.17658417,4,1,1,1,1,1,6,1,2,1,0,0,0,3,NA,3,1,1,1,0,1,0,"alexandria","alex",1,0
"376",0.154343574,-0.095720047,2,2,3,2,3,3,5,2,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"asyut","upper",0,0
"377",-0.47813142,-0.276899674,1,2,1,2,2,2,4,NA,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"qalyubia","delta",1,0
"378",-0.021455635,0.388925964,4,NA,NA,2,NA,NA,3,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",NA,NA
"379",-0.229499903,0.259484608,4,NA,NA,NA,NA,NA,3,2,1,3,0,0,0,2,NA,2,1,1,0,0,1,0,"asyut","upper",NA,NA
"380",-0.587985023,-0.361682454,1,2,3,3,1,1,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",1,0
"381",-0.061223223,0.157562812,1,3,3,3,2,3,5,1,1,2,0,0,0,2,NA,2,1,0,0,0,1,1,"giza","cairo",0,0
"382",-0.22608215,-0.349805744,2,3,1,4,3,1,3,1,1,1,0,0,0,1,NA,1,1,0,0,0,1,0,"alexandria","alex",1,0
"383",0.429328986,-0.093846196,4,3,2,1,4,4,3,5,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"kafrelsheikh","delta",0,1
"384",0.150514988,-0.138640216,4,1,2,2,3,3,3,5,1,1,0,0,2,0,2,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"385",-0.274705818,-0.811985665,NA,2,3,2,NA,4,5,1,1,2,0,0,2,0,2,NA,1,NA,0,0,1,0,"cairo","cairo",0,1
"386",0.155953921,-0.209483296,2,3,3,3,3,3,5,1,1,1,0,0,0,0,NA,0,1,0,1,0,1,0,"damietta","delta",0,0
"387",-0.070539735,0.513962062,NA,3,NA,2,NA,NA,5,1,1,3,0,0,0,2,NA,2,1,NA,0,0,1,0,"monufia","delta",NA,NA
"388",-0.174113983,-0.083974403,3,2,3,2,NA,NA,3,3,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",NA,NA
"389",-0.48092043,-0.2190841,1,NA,NA,NA,1,1,5,1,1,1,0,0,0,0,NA,0,1,0,0,0,1,0,"cairo","cairo",1,NA
"390",0.16516562,0.119480637,4,3,3,2,2,3,2,2,1,2,0,0,0,3,NA,3,1,1,1,0,1,0,"cairo","cairo",0,0
"391",-0.024536816,0.196220877,4,3,NA,2,4,4,6,NA,2,1,0,0,2,0,2,NA,1,1,0,0,1,0,"damietta","delta",0,0
"392",0.662995901,0.117288894,2,2,2,2,4,4,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,1,"gharbia","delta",0,1
"393",-0.101171616,-0.379781824,1,1,3,2,3,3,6,1,1,1,0,0,0,0,NA,0,1,0,0,0,1,0,"giza","cairo",0,0
"394",-0.172536166,0.531028644,NA,2,3,2,NA,NA,3,1,1,3,0,0,0,0,0,NA,1,NA,0,0,1,0,"cairo","cairo",NA,NA
"395",0.038691288,-0.001031635,3,2,2,2,NA,NA,4,1,1,4,0,0,0,0,NA,NA,1,1,1,0,1,0,"gharbia","delta",NA,NA
"396",-0.136560904,-0.459772473,2,2,NA,2,2,3,5,1,1,2,0,0,1,0,1,NA,1,0,0,0,1,0,"gharbia","delta",0,0
"397",0.317688173,0.155739949,1,NA,NA,2,2,2,5,1,1,4,0,0,0,1,NA,1,1,0,1,0,1,0,"suez","delta",1,0
"398",0.007426421,0.24048394,4,2,3,1,3,2,6,1,1,NA,0,0,3,0,3,NA,2,1,1,1,0,0,"giza","cairo",0,0
"399",0.382831339,0.093166032,3,2,3,2,3,2,5,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"monufia","delta",0,0
"400",0.683048321,0.101643772,3,2,2,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"dakahlia","delta",0,0
"401",0.413934508,0.053103665,2,2,3,2,2,3,5,3,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"monufia","delta",0,0
"402",-0.453683335,-0.286406633,1,1,3,2,3,NA,2,1,1,NA,0,0,0,0,0,NA,1,0,0,0,1,0,"qalyubia","delta",0,0
"403",-0.427249404,-0.168009329,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,"monufia","delta",NA,NA
"404",-0.178673101,-0.091482727,1,2,3,1,1,NA,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"giza","cairo",1,0
"405",-0.191819823,0.145092964,4,2,3,2,3,3,4,3,1,1,0,0,0,NA,NA,NA,2,1,0,1,0,0,"giza","cairo",0,0
"406",-0.201857487,0.308804639,2,2,2,2,3,3,4,3,1,3,0,0,NA,0,NA,NA,1,0,0,0,1,0,"alexandria","alex",0,0
"407",0.582812536,0.300654469,4,1,4,2,3,3,5,1,1,1,0,0,0,3,NA,3,1,1,1,0,1,0,"suez","delta",0,0
"408",0.392060835,0.692774236,4,1,4,2,4,4,5,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"suez","delta",0,1
"409",-0.384947262,-0.0657504,1,2,2,2,2,2,2,3,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"alexandria","alex",1,0
"410",-0.071243815,-0.382427253,3,3,2,2,3,3,5,1,1,2,0,0,0,1,NA,1,1,1,0,0,1,0,"portsaid","delta",0,0
"411",0.111345676,-0.311507184,4,1,3,1,2,1,6,1,1,2,0,0,0,2,NA,2,1,1,1,0,1,1,"dakahlia","delta",1,0
"412",0.028417977,-0.080670609,1,1,NA,NA,1,1,3,1,1,NA,0,0,3,0,3,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"413",-0.359439804,-0.210317285,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,"monufia","delta",NA,NA
"414",-0.055355925,-0.158694981,NA,2,3,2,3,3,4,2,1,3,0,0,0,3,NA,3,1,NA,0,0,1,0,"suez","delta",0,0
"415",0.241260115,0.007460201,NA,1,3,1,NA,3,5,2,2,1,0,0,0,0,NA,NA,1,NA,1,0,1,0,"cairo","cairo",0,0
"416",0.713209061,0.458317587,NA,NA,NA,NA,NA,NA,6,NA,1,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,"gharbia","delta",NA,NA
"417",-0.404197838,-0.50938046,1,1,1,3,3,3,5,1,1,2,0,0,1,0,1,NA,1,0,0,0,1,0,"alexandria","alex",0,0
"418",-0.174681853,0.161318617,1,1,NA,2,1,3,3,3,1,NA,0,0,0,1,NA,1,1,0,0,0,1,0,"giza","cairo",1,0
"419",-0.188624778,0.431089911,4,NA,NA,1,4,NA,2,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"qena","upper",0,1
"420",0.491391709,0.034307561,2,2,3,2,3,3,2,3,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"aswan","upper",0,0
"421",0.057622048,-0.229321681,NA,1,1,1,NA,NA,5,2,2,1,0,0,0,2,NA,2,1,NA,1,0,1,0,"cairo","cairo",NA,NA
"422",-0.653178622,-0.590626834,NA,2,3,2,3,3,4,2,1,3,0,0,0,0,NA,NA,1,NA,0,0,1,0,"suez","delta",0,0
"423",-0.154423819,0.694418664,3,NA,NA,NA,NA,NA,5,1,1,3,0,0,4,0,4,NA,1,1,0,0,1,1,"minya","upper",NA,NA
"424",-0.039570343,0.522060984,4,2,2,2,4,4,5,1,1,3,0,0,0,2,NA,2,NA,1,0,0,0,0,"giza","cairo",0,1
"425",0.27905963,0.10307666,2,2,3,2,3,4,5,2,1,3,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",0,1
"426",0.412596904,-0.016417229,1,1,3,2,4,3,5,2,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"giza","cairo",0,1
"427",0.467802251,0.431122788,3,1,3,2,3,2,5,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"428",-0.005007255,0.164132257,1,3,3,2,3,3,5,1,1,1,0,0,0,3,NA,3,1,0,0,0,1,0,"cairo","cairo",0,0
"429",0.385438008,0.02343793,1,1,4,1,1,4,5,3,1,2,0,0,0,0,NA,NA,1,0,1,0,1,1,"dakahlia","delta",0,0
"430",0.233233752,0.16511283,3,2,4,1,3,3,5,2,1,4,0,0,0,1,NA,1,1,1,1,0,1,0,"alexandria","alex",0,0
"431",0.403724688,0.261638003,1,2,3,2,NA,4,3,1,1,3,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",0,1
"432",-0.09339402,0.305029388,1,1,4,1,1,2,3,2,1,3,0,0,0,0,0,NA,1,0,0,0,1,0,"ismailia","delta",1,0
"433",0.462464976,0.299360242,1,1,3,1,3,3,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"434",-0.18736713,-0.284982476,4,2,4,1,2,3,5,1,1,3,0,0,0,0,0,NA,1,1,0,0,1,0,"giza","cairo",0,0
"435",0.300655185,0.377324582,2,2,2,1,2,2,3,2,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"436",0.19139286,0.003432731,1,1,3,1,3,4,5,1,1,3,0,0,1,0,1,NA,1,0,1,0,1,0,"cairo","cairo",0,1
"437",-0.006616093,0.389590385,1,2,4,2,3,4,6,1,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"damietta","delta",0,1
"438",-0.172584863,0.753692458,2,2,2,1,2,4,5,2,1,2,0,0,1,0,1,NA,2,0,0,1,0,0,"cairo","cairo",0,0
"439",0.577466416,0.123470327,2,2,3,3,3,3,5,3,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"giza","cairo",0,0
"440",-0.074804852,0.262956469,4,1,4,3,1,4,5,1,1,2,0,0,2,0,2,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"441",-0.1330512,-0.269288478,2,3,2,3,4,3,4,4,2,2,0,0,3,0,3,NA,1,0,0,0,1,0,"damietta","delta",0,0
"442",0.040141694,-0.138005275,3,2,2,2,2,3,5,2,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"dakahlia","delta",0,0
"443",-0.044067099,0.113832711,3,2,2,2,2,2,4,1,1,1,0,0,0,2,NA,2,1,1,0,0,1,1,"dakahlia","delta",1,0
"444",0.488640649,0.3016455,4,1,3,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"445",0.400289315,-0.14235983,2,1,2,2,4,4,5,1,1,1,0,0,0,2,NA,2,1,0,1,0,1,0,"damietta","delta",0,1
"446",-0.056009689,0.008063776,2,2,2,2,2,2,5,1,1,1,0,0,0,2,NA,2,1,0,0,0,1,0,"alexandria","alex",1,0
"447",-0.275905251,0.528346414,4,1,1,1,1,1,4,1,1,1,0,0,0,3,NA,3,1,1,0,0,1,0,"monufia","delta",1,0
"448",0.024672616,-0.337395911,3,1,4,2,2,3,6,1,1,3,0,0,0,1,NA,1,1,1,1,0,1,1,"qena","upper",0,0
"449",-0.300087782,-0.35946217,1,4,1,3,2,2,4,1,1,3,0,0,0,3,NA,3,1,0,0,0,1,0,"minya","upper",1,0
"450",0.163413921,-0.273167053,2,NA,NA,2,NA,4,5,2,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",0,1
"451",-0.024941851,0.2135035,NA,3,3,2,3,3,5,1,2,1,0,0,2,0,2,NA,1,NA,0,0,1,0,"alexandria","alex",0,0
"452",-0.283705747,0.000120436,2,NA,3,2,3,3,5,3,1,3,0,0,0,0,NA,NA,1,0,0,0,1,1,"cairo","cairo",0,0
"453",-0.442034389,-0.400165617,NA,NA,NA,NA,NA,NA,3,1,1,NA,0,0,0,0,NA,NA,1,NA,0,0,1,0,"luxor","upper",NA,NA
"454",0.273402895,0.413848115,3,3,2,3,4,4,5,5,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,0,"cairo","cairo",0,0
"455",0.032566295,0.367865423,2,3,3,2,4,4,5,1,1,2,0,0,0,2,NA,2,1,0,1,0,1,0,"giza","cairo",0,0
"456",0.174228185,0.758766128,1,1,4,1,1,1,5,1,1,NA,0,0,0,0,0,NA,1,0,1,0,1,0,"sharqia","delta",1,0
"457",0.339615068,-0.35562066,1,3,2,3,4,3,6,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"458",-0.055371661,0.213428145,3,2,3,2,4,4,3,4,1,1,0,0,0,3,NA,3,1,1,0,0,1,0,"alexandria","alex",0,1
"459",-0.076027774,-0.205257874,4,1,4,1,3,4,5,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,1
"460",-0.061234264,0.216890419,1,4,4,1,2,2,5,1,1,1,0,0,0,0,0,NA,1,0,0,0,1,1,"kafrelsheikh","delta",1,0
"461",0.239281725,0.08849238,3,2,2,2,3,3,5,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,1,"gharbia","delta",0,0
"462",-0.233628261,-0.022307735,3,3,3,1,4,4,4,3,1,2,0,0,0,0,NA,NA,2,1,0,1,0,0,"minya","upper",0,1
"463",-0.040962194,0.284274838,1,1,3,2,3,3,3,1,1,1,0,0,3,0,3,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"464",0.306249202,-0.654662019,1,1,4,1,4,4,4,4,1,1,0,0,0,0,NA,0,1,0,1,0,1,0,"giza","cairo",0,1
"465",-0.234301839,0.107543603,1,1,4,1,2,3,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"466",0.127537035,0.469571859,3,2,NA,2,3,3,5,1,1,1,0,0,2,0,2,NA,1,1,1,0,1,1,"dakahlia","delta",0,0
"467",0.086840825,0.22109006,2,2,2,2,2,1,5,5,2,3,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",1,0
"468",0.11236978,0.088495718,3,1,3,2,3,3,3,2,1,1,0,0,4,0,4,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"469",0.092398373,0.251429067,NA,2,NA,NA,NA,NA,3,3,2,1,0,0,0,1,NA,1,1,NA,1,0,1,0,"asyut","upper",NA,NA
"470",-0.235292703,0.349525101,1,2,3,1,3,4,5,2,1,2,0,0,0,1,NA,1,1,0,0,0,1,0,"giza","cairo",0,1
"471",-0.051913067,0.343134338,3,2,3,NA,3,4,5,2,1,2,0,0,NA,0,NA,NA,2,1,0,1,0,0,"cairo","cairo",0,1
"472",-0.0373907,0.14683929,3,2,3,2,3,2,5,2,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",0,0
"473",0.126571623,0.313765003,3,2,NA,2,3,3,4,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"sharqia","delta",0,0
"474",0.369667309,0.337255454,3,2,3,2,3,2,5,1,1,2,0,0,3,0,3,NA,1,1,1,0,1,1,"gharbia","delta",0,0
"475",0.540127499,0.692619696,4,2,3,2,4,3,6,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,1,"monufia","delta",0,1
"476",0.31738519,0.030948465,4,1,3,1,3,3,5,1,1,2,0,0,0,2,NA,2,1,1,1,0,1,0,"giza","cairo",0,0
"477",0.079717474,0.321802506,3,2,2,2,4,4,5,3,1,2,0,0,0,3,NA,3,1,1,1,0,1,1,"dakahlia","delta",0,1
"478",-0.105186315,0.507795011,3,2,3,2,3,3,5,1,1,2,0,0,0,2,NA,2,1,1,0,0,1,0,"cairo","cairo",0,0
"479",0.01458145,0.441750789,3,2,2,2,4,3,5,2,2,3,0,0,3,0,3,NA,2,1,1,1,0,0,"giza","cairo",0,1
"480",0.347895354,0.277923005,1,3,4,4,4,4,5,1,1,2,0,0,0,2,NA,2,1,0,1,0,1,0,"giza","cairo",0,0
"481",0.012670936,-0.177950057,1,1,4,1,1,2,3,2,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"ismailia","delta",1,0
"482",-0.12497772,-0.007141731,4,2,2,2,4,4,3,4,1,1,0,0,4,0,4,NA,1,1,0,0,1,0,"alexandria","alex",0,1
"483",0.704665716,0.569725902,2,2,2,1,2,2,5,3,1,3,0,0,2,0,2,NA,1,0,1,0,1,1,"giza","cairo",1,0
"484",0.021894201,-0.241704796,2,2,2,2,3,3,3,1,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"485",0.537697333,0.760708475,4,1,1,1,1,1,4,1,1,1,0,0,0,3,NA,3,1,1,1,0,1,1,"monufia","delta",1,0
"486",0.071658619,0.831247293,4,1,3,2,4,3,4,1,1,2,0,0,0,0,NA,NA,2,1,1,1,0,0,"sohag","upper",0,1
"487",0.251301774,0.157892273,3,3,2,3,NA,3,3,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,0,"sharqia","delta",0,0
"488",0.076881534,0.142956963,1,3,3,2,3,2,3,1,1,1,0,0,0,1,NA,1,1,0,1,0,1,0,"gharbia","delta",0,0
"489",-0.18708204,0.277666938,3,2,2,2,4,4,5,2,1,2,0,0,0,0,NA,NA,1,1,0,0,1,1,"dakahlia","delta",0,1
"490",-0.078386818,-0.187382373,1,2,4,1,3,4,5,2,1,2,0,0,1,0,1,NA,1,0,0,0,1,0,"giza","cairo",0,1
"491",-0.124577867,0.096464683,1,1,4,2,3,4,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"cairo","cairo",0,1
"492",0.244148565,-0.104671684,2,2,3,2,3,3,5,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,0,"kafrelsheikh","delta",0,0
"493",-0.117241319,-0.199865365,2,3,4,3,3,4,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"alexandria","alex",0,0
"494",0.085536869,0.101007248,NA,2,NA,NA,NA,NA,3,3,2,1,0,0,0,1,NA,1,1,NA,1,0,1,0,"asyut","upper",NA,NA
"495",0.24235715,0.345494122,3,2,3,2,3,3,4,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"sharqia","delta",0,0
"496",0.040803584,-0.431376297,1,2,4,1,2,2,5,1,1,1,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",1,0
"497",0.28082044,0.156796132,1,1,3,2,2,2,5,1,1,1,0,0,0,0,0,NA,1,0,1,0,1,1,"kafrelsheikh","delta",1,0
"498",-0.012653446,0.381836656,3,NA,3,2,3,4,5,2,1,2,0,0,0,2,NA,2,1,1,0,0,1,0,"aswan","upper",0,1
"499",0.081880326,0.412440864,4,1,1,3,4,4,5,1,2,3,0,0,3,0,3,NA,1,1,1,0,1,1,"gharbia","delta",0,1
"500",-0.392325904,-0.061352401,1,2,3,2,1,1,5,1,2,2,0,0,0,0,NA,NA,1,0,0,0,1,0,"alexandria","alex",1,0
"501",0.095732642,-0.001162738,4,2,3,1,4,4,5,2,1,3,0,0,4,0,4,NA,1,1,1,0,1,1,"minya","upper",0,1
"502",0.241931888,0.554463651,4,1,3,1,4,4,5,1,1,2,0,0,4,0,4,NA,1,1,1,0,1,1,"alexandria","alex",0,1
"503",0.164088681,0.237607813,2,2,2,2,3,3,5,3,1,1,0,0,1,0,1,NA,1,0,1,0,1,1,"cairo","cairo",0,0
"504",0.283278431,0.667845275,1,2,2,2,3,2,4,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"damietta","delta",0,0
"505",0.105777065,0.345586899,4,3,1,2,4,4,2,1,1,1,0,0,4,0,4,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"506",0.304578899,0.401423219,3,2,3,2,2,2,3,1,1,2,0,0,2,0,2,NA,1,1,1,0,1,0,"cairo","cairo",1,0
"507",-0.085461343,0.188382506,4,2,3,2,4,2,6,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,1,"monufia","delta",0,0
"508",0.200693068,0.032936519,1,1,4,1,1,4,5,3,1,2,0,0,0,0,NA,NA,1,0,1,0,1,1,"dakahlia","delta",0,0
"509",0.011826627,0.313625924,1,4,2,3,4,3,6,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"510",0.194620988,0.258590353,1,1,1,1,3,3,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"511",-0.416719924,-0.291746984,1,4,4,4,4,1,5,1,1,1,0,0,0,2,NA,2,1,0,0,0,1,1,"beheira","delta",0,0
"512",0.061419832,-0.202845412,1,1,4,1,2,3,5,1,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",0,0
"513",0.666099918,0.683128394,3,2,3,2,2,3,4,1,1,1,0,0,0,2,NA,2,1,1,1,0,1,0,"alexandria","alex",0,0
"514",0.497497399,0.406745962,1,1,4,1,NA,3,5,1,1,4,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"515",-0.034463205,0.212017675,4,2,3,2,4,3,4,1,1,1,0,0,4,0,4,NA,1,1,0,0,1,0,"alexandria","alex",0,1
"516",0.587109848,0.275580553,3,3,2,3,3,3,6,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,1,"dakahlia","delta",0,0
"517",0.037569989,0.290276392,2,2,2,2,2,2,5,3,1,3,0,0,0,2,NA,2,1,0,1,0,1,1,"giza","cairo",1,0
"518",0.89338283,0.864573849,4,1,3,2,3,3,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"beheira","delta",0,0
"519",0.234848954,0.329625493,3,2,2,2,4,4,5,2,2,3,0,0,3,0,3,NA,2,1,1,1,0,0,"giza","cairo",0,1
"520",0.774194863,0.69642887,3,2,3,2,4,2,4,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"damietta","delta",0,0
"521",0.23324571,0.183567033,4,1,3,2,4,3,4,2,1,2,0,0,2,0,2,NA,2,1,1,1,0,0,"sohag","upper",0,1
"522",0.136741741,0.225961115,2,1,4,1,3,3,5,1,1,1,0,0,1,0,1,NA,1,0,1,0,1,1,"sohag","upper",0,0
"523",-0.376822375,-0.062044166,4,2,3,2,4,4,5,2,1,2,0,0,0,0,NA,NA,2,1,0,1,0,0,"cairo","cairo",0,1
"524",0.317566787,0.141977301,4,1,3,3,NA,NA,5,1,1,2,0,0,0,3,NA,3,1,1,1,0,1,0,"cairo","cairo",NA,NA
"525",-0.033125407,0.385120385,4,3,2,3,4,4,5,5,1,1,0,0,4,0,4,NA,NA,1,0,0,0,0,"cairo","cairo",0,0
"526",0.057610662,0.156193874,1,2,2,3,4,4,5,1,1,2,0,0,0,0,NA,NA,1,0,1,0,1,0,"sharqia","delta",0,0
"527",-0.304392398,0.212887243,2,2,2,2,2,3,5,1,1,1,0,0,1,0,1,NA,1,0,0,0,1,0,"kafrelsheikh","delta",0,0
"528",0.055779059,0.224642602,4,2,3,2,3,3,5,1,1,3,0,0,3,0,3,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"529",-0.130053035,0.460058049,4,2,3,2,3,3,5,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"530",0.123218807,0.02787213,3,3,2,3,2,3,5,3,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"giza","cairo",0,0
"531",-0.311504007,0.273379874,2,3,3,1,1,3,5,1,1,1,0,0,1,0,1,NA,1,0,0,0,1,1,"asyut","upper",1,0
"532",-0.332805506,-0.075139238,1,3,3,2,3,2,3,1,1,1,0,0,0,1,NA,1,1,0,0,0,1,0,"gharbia","delta",0,0
"533",0.167896587,-0.351062359,2,NA,3,2,NA,3,5,2,1,4,0,0,0,3,NA,3,1,0,1,0,1,0,"suez","delta",0,0
"534",0.304187307,0.315467084,3,2,3,2,3,3,5,4,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"suez","delta",0,0
"535",-0.087364505,-0.062595261,1,4,4,4,4,1,5,1,1,1,0,0,1,0,1,NA,1,0,0,0,1,1,"beheira","delta",0,0
"536",-0.413183342,0.035721911,1,2,3,2,1,1,5,1,2,2,0,0,2,0,2,NA,1,0,0,0,1,0,"alexandria","alex",1,0
"537",0.118728134,-0.490694313,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,2,0,2,NA,1,NA,1,0,1,0,"gharbia","delta",NA,NA
"538",0.221609861,0.03966643,2,1,3,2,2,3,4,1,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"sharqia","delta",0,0
"539",-0.147369106,0.064066522,1,2,2,1,2,4,5,2,1,1,0,0,0,2,NA,2,1,0,0,0,1,0,"beheira","delta",0,0
"540",-0.103515125,-0.047913425,4,3,2,3,NA,4,3,1,1,2,0,0,0,3,NA,3,1,1,0,0,1,0,"sharqia","delta",0,0
"541",0.115480725,-0.191612871,2,1,3,2,NA,3,5,1,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",0,0
"542",0.155593269,0.10088128,4,1,1,1,3,4,5,1,1,2,0,0,3,0,3,NA,1,1,1,0,1,1,"alexandria","alex",0,1
"543",0.50934678,0.349762474,2,2,4,2,3,3,5,2,1,3,0,0,3,0,3,NA,1,0,1,0,1,1,"cairo","cairo",0,0
"544",-0.219262785,0.071273063,4,2,4,2,4,4,4,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",0,1
"545",0.123374058,0.537566439,3,2,3,2,4,4,5,1,1,2,0,0,4,0,4,NA,2,1,1,1,0,0,"sohag","upper",0,1
"546",0.307007981,0.41926406,2,2,3,2,2,2,2,1,1,2,0,0,3,0,3,NA,1,0,1,0,1,1,"sharqia","delta",1,0
"547",0.444606162,-0.228528622,3,2,2,3,3,2,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"beheira","delta",0,0
"548",0.190607767,-0.077083906,3,3,3,1,4,4,3,2,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,1
"549",-0.452665252,0.105606581,3,3,1,3,3,3,5,1,1,4,0,0,0,3,NA,3,1,1,0,0,1,1,"alexandria","alex",0,0
"550",0.346237781,0.081400558,2,1,3,2,1,1,5,5,2,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"551",-0.581093696,-0.066317421,1,1,4,1,2,4,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,1,"kafrelsheikh","delta",0,0
"552",-0.390811817,0.201919095,NA,2,3,2,3,3,5,2,1,3,0,0,4,0,4,NA,1,NA,0,0,1,0,"cairo","cairo",0,0
"553",0.310239612,0.109337953,1,1,3,1,NA,3,5,1,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"554",-0.085388675,0.118763851,3,2,3,2,3,3,4,1,1,2,0,0,0,1,NA,1,1,1,0,0,1,0,"dakahlia","delta",0,0
"555",0.604008916,0.758356021,4,3,1,3,4,4,6,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"sharqia","delta",0,0
"556",-0.58754042,-0.01591524,1,1,1,1,3,3,5,1,1,2,0,0,0,2,NA,2,1,0,0,0,1,0,"beheira","delta",0,0
"557",0.347329117,0.58302568,3,3,2,3,2,3,5,2,1,3,0,0,2,0,2,NA,1,1,1,0,1,0,"giza","cairo",0,0
"558",0.071134837,-0.323126589,1,1,3,2,1,2,5,1,1,2,0,0,0,2,NA,2,1,0,1,0,1,0,"cairo","cairo",1,0
